objective,seed,epoch,sample_type,mean_grad_norm,loss
mae,0,15,clean,0.1745792446532812,0.015388509258627892
mae,0,15,noisy,0.06350198587999804,1.8750059604644775
mae,0,20,clean,0.1310694964858216,0.009817700833082199
mae,0,20,noisy,0.03950803257605241,1.8743287324905396
mae,0,25,clean,0.21770973913489328,0.01270010694861412
mae,0,25,noisy,0.10112206807796231,1.842008352279663
mae,0,30,clean,0.3392301777613406,0.017464177682995796
mae,0,30,noisy,0.25360323870465284,1.8089914321899414
mae,0,35,clean,0.6417647929937592,0.029665542766451836
mae,0,35,noisy,0.34290355844713916,1.7737396955490112
mae,0,40,clean,0.6017931787405433,0.02745901606976986
mae,0,40,noisy,0.32306304920743734,1.7129275798797607
mae,0,45,clean,0.8078901600786518,0.03297729790210724
mae,0,45,noisy,0.6199824603504502,1.6510311365127563
mae,0,50,clean,0.5709114087494387,0.017155388370156288
mae,0,50,noisy,0.3882551002396672,1.6351419687271118
mae,0,55,clean,0.4420311772881854,0.011464766226708889
mae,0,55,noisy,0.37345879059128084,1.6057847738265991
mae,0,60,clean,0.2529149675873689,0.0058730049058794975
mae,0,60,noisy,0.5376642817935279,1.6179695129394531
mae,0,65,clean,0.2989529410740393,0.007670576684176922
mae,0,65,noisy,0.5524185104978855,1.6214464902877808
mae,0,70,clean,0.3751505346738784,0.008954908698797226
mae,0,70,noisy,0.33370352961848765,1.5986435413360596
mae,0,75,clean,0.37401639201706305,0.00882815569639206
mae,0,75,noisy,0.5626874715816546,1.580329179763794
mae,0,80,clean,0.2832422644306008,0.006189671345055103
mae,0,80,noisy,0.44237514937439915,1.5757436752319336
mae,0,85,clean,0.2539320747195038,0.005760579369962215
mae,0,85,noisy,0.4461077202850847,1.5740406513214111
mae,0,90,clean,0.2432103008077263,0.006015621591359377
mae,0,90,noisy,0.41270983297050867,1.5731014013290405
mae,0,95,clean,0.22475764670301954,0.005747650284320116
mae,0,95,noisy,0.40565824374720905,1.5728689432144165
mae,0,99,clean,0.22328225611939106,0.005691589321941137
mae,0,99,noisy,0.4057911440506977,1.5728732347488403
hellinger,0,0,clean,0.40070854353501845,0.25876614451408386
hellinger,0,0,noisy,0.31548177600666005,0.7741125822067261
hellinger,0,5,clean,0.26689600078358555,0.08962678909301758
hellinger,0,5,noisy,0.2822208347935193,0.8221474885940552
hellinger,0,10,clean,0.2662487731094355,0.06013526767492294
hellinger,0,10,noisy,0.4635409027586867,0.7262510657310486
hellinger,0,15,clean,0.3338655974145363,0.04563221335411072
hellinger,0,15,noisy,0.6300284211970061,0.5608491897583008
hellinger,0,20,clean,0.4654798985642634,0.04804278910160065
hellinger,0,20,noisy,0.748764213711153,0.40059900283813477
hellinger,0,25,clean,0.44080997780154046,0.034203462302684784
hellinger,0,25,noisy,0.9802519012160174,0.32305100560188293
hellinger,0,30,clean,0.5620685300821829,0.03382216393947601
hellinger,0,30,noisy,0.8618756214889961,0.23671118915081024
hellinger,0,35,clean,0.2810484402781214,0.014147413894534111
hellinger,0,35,noisy,1.0554774262708186,0.2132703959941864
hellinger,0,40,clean,0.26333480739826914,0.01247425377368927
hellinger,0,40,noisy,1.046350264726059,0.17994606494903564
hellinger,0,45,clean,0.29876475967803184,0.013281574472784996
hellinger,0,45,noisy,0.8385747683248086,0.12586551904678345
hellinger,0,50,clean,0.25021756100751924,0.01012407336384058
hellinger,0,50,noisy,0.9197615999067394,0.11816215515136719
hellinger,0,55,clean,0.32298436487925747,0.011968493461608887
hellinger,0,55,noisy,0.8759571918812715,0.10140164941549301
hellinger,0,60,clean,0.40238846352422547,0.012319250963628292
hellinger,0,60,noisy,0.7844758021209992,0.09096953272819519
hellinger,0,65,clean,0.24318366697968893,0.008279738016426563
hellinger,0,65,noisy,0.9050028983030035,0.08885467052459717
hellinger,0,70,clean,0.24640069181875893,0.008062709122896194
hellinger,0,70,noisy,0.7457837278240868,0.06336022168397903
hellinger,0,75,clean,0.2525746618445602,0.007508023642003536
hellinger,0,75,noisy,0.9787702358369144,0.06603486835956573
hellinger,0,80,clean,0.3021751486972609,0.008624520152807236
hellinger,0,80,noisy,0.854406482079887,0.061345174908638
hellinger,0,85,clean,0.27493102551023046,0.00784972682595253
hellinger,0,85,noisy,0.7618154814527004,0.0587458461523056
hellinger,0,90,clean,0.2638605774383159,0.007769755553454161
hellinger,0,90,noisy,0.7061763620821957,0.05684555321931839
hellinger,0,95,clean,0.24922925617664743,0.007284324616193771
hellinger,0,95,noisy,0.737771871251034,0.05712364241480827
hellinger,0,99,clean,0.25012169053256816,0.0073023596778512
hellinger,0,99,noisy,0.7346777304724136,0.057033032178878784
sce,0,0,clean,7.012265887234042,5.447988510131836
sce,0,0,noisy,3.380995065780983,13.369880676269531
sce,0,5,clean,3.3829216339259105,0.7441102266311646
sce,0,5,noisy,0.804968085946753,14.034200668334961
sce,0,10,clean,1.6924033539167114,0.2280435711145401
sce,0,10,noisy,2.8604864000901618,13.763986587524414
sce,0,15,clean,2.7235460038345405,0.2746763229370117
sce,0,15,noisy,5.789134956421802,13.438508987426758
sce,0,20,clean,3.203113314230788,0.2915875017642975
sce,0,20,noisy,4.884184148174716,12.430068969726562
sce,0,25,clean,2.762287309986898,0.18881581723690033
sce,0,25,noisy,9.615892393282152,11.67243766784668
sce,0,30,clean,4.13305979700255,0.2248903512954712
sce,0,30,noisy,6.1490432997037825,11.074965476989746
sce,0,35,clean,1.582853778008676,0.10425333678722382
sce,0,35,noisy,6.560485488858394,10.211592674255371
sce,0,40,clean,3.4271012040541713,0.17282971739768982
sce,0,40,noisy,7.179499657574002,9.080194473266602
sce,0,45,clean,3.76299129700901,0.1906266212463379
sce,0,45,noisy,9.994028217334574,7.970076084136963
sce,0,50,clean,8.34307969683627,0.361632764339447
sce,0,50,noisy,8.423799956475323,7.3901262283325195
sce,0,55,clean,7.292540592909903,0.3117978870868683
sce,0,55,noisy,8.32925793742399,6.661309719085693
sce,0,60,clean,6.93189763949478,0.26043635606765747
sce,0,60,noisy,13.274276216955824,6.09246826171875
sce,0,65,clean,9.564446061284631,0.3253881633281708
sce,0,65,noisy,9.909561451292102,5.352731704711914
sce,0,70,clean,11.004916349483224,0.38192352652549744
sce,0,70,noisy,10.452159769190661,4.910828590393066
sce,0,75,clean,8.428237100728111,0.26391756534576416
sce,0,75,noisy,12.573111164575309,4.6874237060546875
sce,0,80,clean,6.590774376867342,0.2191304713487625
sce,0,80,noisy,10.259714093799316,4.552485466003418
sce,0,85,clean,6.920022330220852,0.21810594201087952
sce,0,85,noisy,10.241387265962878,4.441936492919922
sce,0,90,clean,7.159869594674399,0.22860677540302277
sce,0,90,noisy,10.029751781773818,4.311703205108643
sce,0,95,clean,6.947302858786143,0.22074660658836365
sce,0,95,noisy,9.885014450297328,4.279140949249268
sce,0,99,clean,6.848979622262648,0.21829524636268616
sce,0,99,noisy,9.878222109152446,4.27545166015625
kl,1,0,clean,1.5182439907105125,0.8743569850921631
kl,1,0,noisy,2.261324291178422,2.562350034713745
kl,1,5,clean,1.3185989429736595,0.5251528024673462
kl,1,5,noisy,2.3740373355349504,2.09763240814209
kl,1,10,clean,1.4223025416049402,0.38253054022789
kl,1,10,noisy,2.8622681134682413,1.5238977670669556
kl,1,15,clean,1.6423773313177432,0.27790772914886475
kl,1,15,noisy,3.287579498788202,0.9931633472442627
kl,1,20,clean,1.6388082583122519,0.19535663723945618
kl,1,20,noisy,3.1217917265207844,0.5890507698059082
kl,1,25,clean,2.4627647999322413,0.19026049971580505
kl,1,25,noisy,2.1817223123614404,0.27228692173957825
kl,1,30,clean,1.1163920783081938,0.0839347094297409
kl,1,30,noisy,2.432459092419314,0.2238713651895523
kl,1,35,clean,1.0273486512564969,0.06197904422879219
kl,1,35,noisy,1.946597178356479,0.1454406976699829
kl,1,40,clean,0.9616746763404133,0.05161299183964729
kl,1,40,noisy,1.6692212030753504,0.11215172708034515
kl,1,45,clean,0.9838040844638556,0.049816541373729706
kl,1,45,noisy,1.693864373107671,0.10079330950975418
kl,1,50,clean,0.8509962011967442,0.03572124242782593
kl,1,50,noisy,1.6839148894769007,0.08656643331050873
kl,1,55,clean,0.6059682961041014,0.02867818996310234
kl,1,55,noisy,1.2562103321761713,0.06313522160053253
kl,1,60,clean,0.5042897753989923,0.02163543924689293
kl,1,60,noisy,1.2093428445256122,0.0607694610953331
kl,1,65,clean,0.4543150867609747,0.020022625103592873
kl,1,65,noisy,1.0757714011589985,0.052078429609537125
kl,1,70,clean,0.46299938166335675,0.020589709281921387
kl,1,70,noisy,1.138599303886399,0.05107881873846054
kl,1,75,clean,0.41646420695734826,0.01754131354391575
kl,1,75,noisy,1.2837761559780987,0.04996959865093231
kl,1,80,clean,0.4315380888473857,0.018239056691527367
kl,1,80,noisy,1.003819298266804,0.04137623682618141
kl,1,85,clean,0.4597120695922448,0.019107168540358543
kl,1,85,noisy,1.3091911278952426,0.04504053667187691
kl,1,90,clean,0.39844950162704107,0.017235353589057922
kl,1,90,noisy,1.0426400212210962,0.04071993753314018
kl,1,95,clean,0.4220841911707633,0.017826197668910027
kl,1,95,noisy,1.1786651758529543,0.04201606288552284
kl,1,99,clean,0.42190297203540056,0.017822403460741043
kl,1,99,noisy,1.1375999710802296,0.04168498516082764
fisher_rao,1,0,clean,3.941241261895743,2.5226759910583496
fisher_rao,1,0,noisy,3.117791037190736,6.753034591674805
fisher_rao,1,5,clean,2.3102686045549485,0.7086064219474792
fisher_rao,1,5,noisy,3.8666071076874693,6.714191436767578
fisher_rao,1,10,clean,2.7231272362655576,0.6081938743591309
fisher_rao,1,10,noisy,5.520060920984053,5.454076290130615
fisher_rao,1,15,clean,4.217598555128664,0.5747371912002563
fisher_rao,1,15,noisy,7.453998764656213,3.9111328125
fisher_rao,1,20,clean,5.171680220140699,0.46360015869140625
fisher_rao,1,20,noisy,7.970787101990793,2.6023664474487305
fisher_rao,1,25,clean,4.033001029436465,0.2919667959213257
fisher_rao,1,25,noisy,8.044104923449066,1.760186791419983
fisher_rao,1,30,clean,3.0472568185818267,0.1790561079978943
fisher_rao,1,30,noisy,8.17942948345134,1.2390844821929932
fisher_rao,1,35,clean,4.23227538250337,0.1673535406589508
fisher_rao,1,35,noisy,7.0785295584729155,0.9214428663253784
fisher_rao,1,40,clean,3.011118679383525,0.12777504324913025
fisher_rao,1,40,noisy,5.283415810256806,0.5897985696792603
fisher_rao,1,45,clean,3.0291966986192094,0.10918442904949188
fisher_rao,1,45,noisy,4.991027725443094,0.5467005372047424
fisher_rao,1,50,clean,3.0455686884717,0.0948747768998146
fisher_rao,1,50,noisy,5.149430792649067,0.5152573585510254
fisher_rao,1,55,clean,2.251041325079162,0.07037077844142914
fisher_rao,1,55,noisy,4.189131137620106,0.4653782844543457
fisher_rao,1,60,clean,2.3993689345232045,0.06276986002922058
fisher_rao,1,60,noisy,3.0462619750947724,0.4280857443809509
fisher_rao,1,65,clean,1.4259510952146932,0.04627228528261185
fisher_rao,1,65,noisy,3.2513219546350327,0.42764797806739807
fisher_rao,1,70,clean,1.4812566659340076,0.046578794717788696
fisher_rao,1,70,noisy,3.136090565442307,0.4123864769935608
fisher_rao,1,75,clean,1.4195051193681707,0.04141457378864288
fisher_rao,1,75,noisy,3.0527687556272496,0.4100848436355591
fisher_rao,1,80,clean,1.2318473948268824,0.03786176070570946
fisher_rao,1,80,noisy,2.5459507415788782,0.39616870880126953
fisher_rao,1,85,clean,1.714056676726758,0.04252324625849724
fisher_rao,1,85,noisy,2.488655215733238,0.39235320687294006
fisher_rao,1,90,clean,1.0433487830295178,0.033222950994968414
fisher_rao,1,90,noisy,2.444824183017999,0.3915911316871643
fisher_rao,1,95,clean,1.1335415879429005,0.035266466438770294
fisher_rao,1,95,noisy,2.413851568656171,0.3906075954437256
fisher_rao,1,99,clean,1.1317156031715288,0.03524855896830559
fisher_rao,1,99,noisy,2.4152388902545274,0.39058250188827515
gce,1,0,clean,0.669689143802768,0.5127362012863159
gce,1,0,noisy,0.3439066782135172,1.2005946636199951
gce,1,5,clean,0.27623749562962696,0.0588628314435482
gce,1,5,noisy,0.32790691495415264,1.2813724279403687
gce,1,10,clean,0.30561784288177485,0.041572608053684235
gce,1,10,noisy,0.5224156255589285,1.1525835990905762
gce,1,15,clean,0.351816738511451,0.04003212973475456
gce,1,15,noisy,0.5835809166640331,1.0288095474243164
gce,1,20,clean,0.36318389530141926,0.03242868930101395
gce,1,20,noisy,0.751601380103328,0.8921996355056763
gce,1,25,clean,0.37032154488973884,0.028524072840809822
gce,1,25,noisy,0.8444319703746587,0.8489209413528442
gce,1,30,clean,0.3526627477075091,0.023489508777856827
gce,1,30,noisy,0.8096905982512095,0.711128830909729
gce,1,35,clean,0.39005828295075473,0.025351282209157944
gce,1,35,noisy,0.8107350680165379,0.6498457789421082
gce,1,40,clean,0.4279967764895973,0.021373292431235313
gce,1,40,noisy,0.9190119659206395,0.6029696464538574
gce,1,45,clean,0.49639672235207993,0.024149559438228607
gce,1,45,noisy,0.8345428550587968,0.5476162433624268
gce,1,50,clean,0.38520675773339874,0.016665268689393997
gce,1,50,noisy,0.8718755420928727,0.5456474423408508
gce,1,55,clean,0.41462339098190215,0.01742933690547943
gce,1,55,noisy,0.7223643638538175,0.5015474557876587
gce,1,60,clean,0.4185901899132629,0.016409745439887047
gce,1,60,noisy,0.8069466266293106,0.4727182984352112
gce,1,65,clean,0.46006809258749787,0.017685122787952423
gce,1,65,noisy,0.7587617749453618,0.4418061375617981
gce,1,70,clean,0.48260202667690755,0.018408603966236115
gce,1,70,noisy,0.8731811952970979,0.43870609998703003
gce,1,75,clean,0.3510280111353826,0.012981964275240898
gce,1,75,noisy,0.8562526853440832,0.43392378091812134
gce,1,80,clean,0.4447926063142914,0.016748839989304543
gce,1,80,noisy,0.9044522604268533,0.42293816804885864
gce,1,85,clean,0.4377166955602098,0.015776164829730988
gce,1,85,noisy,0.9026503485314531,0.4080005884170532
gce,1,90,clean,0.42618284835214865,0.01513481792062521
gce,1,90,noisy,0.9101346324413199,0.4009506106376648
gce,1,95,clean,0.4357145213901237,0.015463600866496563
gce,1,95,noisy,0.8972581456917413,0.399016797542572
gce,1,99,clean,0.43582438221039804,0.015451062470674515
gce,1,99,noisy,0.8958055978576912,0.39867767691612244
mae,1,0,clean,1.0075141215464014,0.8731540441513062
mae,1,0,noisy,0.3500374717698976,1.8317519426345825
mae,1,5,clean,0.3058134359158253,0.0813002660870552
mae,1,5,noisy,0.380706583064767,1.913683295249939
mae,1,10,clean,0.4141038632361879,0.04250940680503845
mae,1,10,noisy,0.35523671508780263,1.7951245307922363
mae,1,15,clean,0.37347769655047625,0.026802929118275642
mae,1,15,noisy,0.3114192768569447,1.702739953994751
mae,1,20,clean,0.21704434147752613,0.015644360333681107
mae,1,20,noisy,0.3798386198493358,1.6984059810638428
mae,1,25,clean,0.3229561603930187,0.018696114420890808
mae,1,25,noisy,0.223646679253255,1.7224147319793701
mae,1,30,clean,0.3879628424088259,0.020606011152267456
mae,1,30,noisy,0.41340246862641183,1.6371357440948486
mae,1,35,clean,0.5982600191532175,0.0259957704693079
mae,1,35,noisy,0.3542360258586086,1.6020234823226929
mae,1,40,clean,0.41183841614411343,0.016472915187478065
mae,1,40,noisy,0.21128645458148282,1.6224275827407837
mae,1,45,clean,0.6065321297449859,0.02470811828970909
mae,1,45,noisy,0.6022818840319425,1.5137341022491455
mae,1,50,clean,0.2906267431019209,0.011593405157327652
mae,1,50,noisy,0.6111843686004818,1.47307288646698
mae,1,55,clean,0.43023661956682246,0.014697447419166565
mae,1,55,noisy,0.2811259626065465,1.4469401836395264
mae,1,60,clean,0.7557728944646289,0.02708503231406212
mae,1,60,noisy,0.5966635645955257,1.453536033630371
mae,1,65,clean,0.3898417065220125,0.011172494851052761
mae,1,65,noisy,0.5277922873371717,1.4306282997131348
mae,1,70,clean,0.425161374322703,0.015069907531142235
mae,1,70,noisy,0.4111618386886611,1.3850775957107544
mae,1,75,clean,0.30201293817180785,0.011038954369723797
mae,1,75,noisy,0.5090174670535966,1.3831138610839844
mae,1,80,clean,0.39585316812792654,0.013591766357421875
mae,1,80,noisy,0.3450388793283958,1.3534549474716187
mae,1,85,clean,0.39869539419301697,0.012672500684857368
mae,1,85,noisy,0.3104648420410719,1.3514068126678467
mae,1,90,clean,0.4181908360805265,0.013372227549552917
mae,1,90,noisy,0.31529920517520854,1.3514750003814697
mae,1,95,clean,0.4316275943130681,0.0139140784740448
mae,1,95,noisy,0.28141356139284684,1.3507206439971924
mae,1,99,clean,0.43517042502215963,0.014008576981723309
mae,1,99,noisy,0.2775021674086884,1.350604772567749
hellinger,1,0,clean,0.42277012505795186,0.28863951563835144
hellinger,1,0,noisy,0.289322217366748,0.7325534820556641
hellinger,1,5,clean,0.21826102334080633,0.06032454967498779
hellinger,1,5,noisy,0.35094339761676624,0.7604820728302002
hellinger,1,10,clean,0.25777711913421764,0.0531027615070343
hellinger,1,10,noisy,0.5070396359027542,0.6401943564414978
hellinger,1,15,clean,0.3564020055463037,0.051239997148513794
hellinger,1,15,noisy,0.7060094061613484,0.4899926781654358
hellinger,1,20,clean,0.4034724210544091,0.042032934725284576
hellinger,1,20,noisy,0.8209891976656146,0.35307997465133667
hellinger,1,25,clean,0.46332868813235495,0.03366696089506149
hellinger,1,25,noisy,0.7546246981802027,0.2847055196762085
hellinger,1,30,clean,0.2973780359606794,0.019327107816934586
hellinger,1,30,noisy,1.205653966885334,0.2472701072692871
hellinger,1,35,clean,0.4827037267471364,0.022793348878622055
hellinger,1,35,noisy,0.8168739240295423,0.1804405152797699
hellinger,1,40,clean,0.44894179445533516,0.021665293723344803
hellinger,1,40,noisy,0.7417550310963954,0.15002018213272095
hellinger,1,45,clean,0.410396671056845,0.01893523894250393
hellinger,1,45,noisy,0.8499848666766338,0.13913768529891968
hellinger,1,50,clean,0.4170166665879745,0.015128357335925102
hellinger,1,50,noisy,0.678514302039994,0.1267683058977127
hellinger,1,55,clean,0.36545828066497726,0.013712125830352306
hellinger,1,55,noisy,0.5570116677795359,0.11344486474990845
hellinger,1,60,clean,0.25784542329872095,0.008890978991985321
hellinger,1,60,noisy,0.7793573410639174,0.11292335391044617
hellinger,1,65,clean,0.3044290602209686,0.01016637496650219
hellinger,1,65,noisy,0.5916002789826743,0.10085145384073257
hellinger,1,70,clean,0.2981530309607846,0.010465631261467934
hellinger,1,70,noisy,0.5245866452748084,0.09751172363758087
hellinger,1,75,clean,0.2284817892504012,0.0077253058552742004
hellinger,1,75,noisy,0.490975901175157,0.09381852298974991
hellinger,1,80,clean,0.208023554501411,0.007238958962261677
hellinger,1,80,noisy,0.49962416311590374,0.09149123728275299
hellinger,1,85,clean,0.3084868397943436,0.008478330448269844
hellinger,1,85,noisy,0.5024309156198364,0.08819731324911118
hellinger,1,90,clean,0.19124373543705017,0.006594930775463581
hellinger,1,90,noisy,0.5371918531375288,0.08749321848154068
hellinger,1,95,clean,0.20898850290775892,0.007158208172768354
hellinger,1,95,noisy,0.5392637458384293,0.08708402514457703
hellinger,1,99,clean,0.20962291134840666,0.0071740890853106976
hellinger,1,99,noisy,0.5368875762942712,0.08697023242712021
sce,1,0,clean,7.1447046503884515,6.139717102050781
sce,1,0,noisy,2.5802621662168312,12.960533142089844
sce,1,5,clean,2.6358353413638027,0.5767960548400879
sce,1,5,noisy,2.8767936969609353,13.69613265991211
sce,1,10,clean,3.0595256911387847,0.35116153955459595
sce,1,10,noisy,3.0656686728282514,12.803503036499023
sce,1,15,clean,3.4308207294970123,0.3343431055545807
sce,1,15,noisy,3.2889867076882844,11.96066665649414
sce,1,20,clean,2.9510604072960946,0.24674347043037415
sce,1,20,noisy,4.7696624200622315,11.095069885253906
sce,1,25,clean,4.091308367476288,0.25176548957824707
sce,1,25,noisy,5.572110682616076,10.400594711303711
sce,1,30,clean,3.8522773693818197,0.250177800655365
sce,1,30,noisy,8.228535077181487,8.582701683044434
sce,1,35,clean,4.16568808580506,0.24946698546409607
sce,1,35,noisy,7.379106073416705,8.180256843566895
