experiment,dataset,corruption_type,stress_level,objective,eval_accuracy_mean,eval_accuracy_std,eval_accuracy_n,eval_nll_mean,eval_nll_std,eval_nll_n,eval_ece_mean,eval_ece_std,eval_ece_n,eval_brier_mean,eval_brier_std,eval_brier_n,eval_mean_true_probability_mean,eval_mean_true_probability_std,eval_mean_true_probability_n,eval_train_corrupted_fraction_mean,eval_train_corrupted_fraction_std,eval_train_corrupted_fraction_n,eval_teacher_accuracy_mean,eval_teacher_accuracy_std,eval_teacher_accuracy_n,eval_teacher_error_imitation_mean,eval_teacher_error_imitation_std,eval_teacher_error_imitation_n,eval_accuracy_on_teacher_wrong_mean,eval_accuracy_on_teacher_wrong_std,eval_accuracy_on_teacher_wrong_n,eval_teacher_student_js_mean,eval_teacher_student_js_std,eval_teacher_student_js_n
distillation,digits,random_wrong,0.3,fisher_rao,0.8951851851851853,0.01846081544940123,10,0.6900466948747634,0.14029412122492446,10,0.07909721654874306,0.0143721862282764,10,0.17920062243938445,0.03036459028813861,10,0.8902813732624054,0.017345954981076626,10,0.29546539379474945,0.013856597604153349,10,0.9403703703703703,0.009791298794517697,10,0.4391446884810729,0.06237589678985882,10,0.29885829938747566,0.08275029215347104,10,0.05313617028295994,0.010558442317626066,10
distillation,digits,random_wrong,0.3,hellinger,0.9005555555555557,0.014319125038514693,10,0.6709494292736053,0.13011567127786794,10,0.07582759396897423,0.013036985065070384,10,0.17094399333000182,0.026703515072462394,10,0.896817809343338,0.014522279751732868,10,0.29546539379474945,0.013856597604153349,10,0.9403703703703703,0.009791298794517697,10,0.4487097184694438,0.05621345916033531,10,0.27326590663261147,0.07574991245340326,10,0.048724806681275365,0.008532269593184956,10
distillation,digits,random_wrong,0.3,jensen_shannon,0.9131481481481483,0.010953964163474366,10,0.6370130717754364,0.13192494248397266,10,0.06759370963330624,0.0114398766392532,10,0.1477809064090252,0.0203991335072945,10,0.911109209060669,0.010624534894319143,10,0.29546539379474945,0.013856597604153349,10,0.9403703703703703,0.009791298794517697,10,0.45829165526390925,0.09598433833442342,10,0.2897434845575578,0.08212103393051584,10,0.04147544875741005,0.007110389123138044,10
distillation,digits,random_wrong,0.3,kl,0.8414814814814815,0.024679009257715066,10,0.8179998338222504,0.03519888749747119,10,0.21884043954036855,0.024964783682078537,10,0.30889409482479097,0.02196082882155405,10,0.5844419121742248,0.018585967488005086,10,0.29546539379474945,0.013856597604153349,10,0.9403703703703703,0.009791298794517697,10,0.3296226838274893,0.0754854323369947,10,0.27320760990955495,0.08163967447051508,10,0.18128637820482255,0.009440954289363247,10
distillation,digits,random_wrong,0.3,kl_capped,0.3377777777777778,0.026567602917229212,10,1.9654115080833434,0.11575930607591006,10,0.12525179450434668,0.053397623347993924,10,0.7997705161571502,0.027380106470729474,10,0.2442493185400963,0.05477203393521859,10,0.29546539379474945,0.013856597604153349,10,0.9403703703703703,0.009791298794517697,10,0.29947953795636856,0.08920938283362297,10,0.21313036316611833,0.10861700957456961,10,0.41541842222213743,0.02672528341040685,10
distillation,digits,random_wrong,0.3,kl_smoothed,0.8405555555555555,0.022821981932343766,10,0.8245659530162811,0.04198550994959505,10,0.2153417041456258,0.027770078696992294,10,0.3103983193635941,0.020433591992832054,10,0.585591983795166,0.01707254342421176,10,0.29546539379474945,0.013856597604153349,10,0.9403703703703703,0.009791298794517697,10,0.3334824307421561,0.08924916778146931,10,0.2671038087399643,0.08744845466647097,10,0.1808895006775856,0.008629460327641303,10
distillation,mnist,class_confusion,0.1,fisher_rao,0.8215999999999999,0.014960689229518185,10,2.8555923223495485,0.23570699754332317,10,0.17424257758855818,0.014882968841676352,10,0.3492379993200302,0.029466093201392086,10,0.8212932288646698,0.014987067338982994,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.6382555671246999,0.052674592911474714,10,0.2019987971854969,0.028103066023826895,10,0.0700133889913559,0.013675613223375547,10
distillation,mnist,class_confusion,0.1,hellinger,0.819,0.01814141976558367,10,2.878362774848938,0.31238352499394273,10,0.1765778116643429,0.01716733003054632,10,0.35382491946220396,0.03421818719553469,10,0.8193872272968292,0.017385021755314013,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.6553556657692129,0.05205452248302972,10,0.20158967854257873,0.03930230767581675,10,0.07106275968253613,0.009560406116167222,10
distillation,mnist,class_confusion,0.1,jensen_shannon,0.8218,0.018866784451929113,10,2.888081693649292,0.33750366765807777,10,0.1739933250069618,0.018382216272281534,10,0.34998189508914945,0.038394030877561845,10,0.8213042974472046,0.019717046621397595,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.6527403797060839,0.04005198693969481,10,0.20553055678824914,0.036590227224792465,10,0.06954635791480542,0.010978267089996187,10
distillation,mnist,class_confusion,0.1,kl,0.8226000000000001,0.016971872154964037,10,2.75607054233551,0.3274440930265542,10,0.1726641966164112,0.018010499083285475,10,0.34775014519691466,0.03539177087162379,10,0.8213746011257171,0.0172881463702696,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.7053672700138373,0.05574805581548355,10,0.17519004105254712,0.041623178776991586,10,0.061075913906097415,0.013756968394541033,10
distillation,mnist,class_confusion,0.1,kl_capped,0.7698,0.04876656413750899,10,3.9601014614105225,0.9068322516268869,10,0.22675157739520077,0.048062564353938124,10,0.4543054521083832,0.0962098084959387,10,0.7697948276996612,0.04870238879462964,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.4601334788916409,0.05820758806570011,10,0.3010507267907153,0.03926481604870382,10,0.13814860060811043,0.03261287680129509,10
distillation,mnist,class_confusion,0.1,kl_smoothed,0.8251999999999999,0.015061355996205778,10,2.747997546195984,0.3113096501664456,10,0.16937392243146893,0.014951819618994602,10,0.34206399619579314,0.029317458423494314,10,0.8242984592914582,0.014378188333880893,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.684324963972923,0.06648403111824798,10,0.19222910007893462,0.0468100897368754,10,0.062368196249008176,0.012463377873218839,10
distillation,mnist,class_confusion,0.3,fisher_rao,0.7529999999999999,0.018433062083598004,10,3.9129303693771362,0.23504705211067214,10,0.24044923586845393,0.018306770296546853,10,0.4835433542728424,0.034797921017356535,10,0.7524962544441223,0.017140536372803872,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.5259463882116222,0.05352521451550452,10,0.23107238720240061,0.04196796778039913,10,0.1343533769249916,0.014379773421605973,10
distillation,mnist,class_confusion,0.3,hellinger,0.7526,0.015861904047118697,10,3.897426724433899,0.23363512825074934,10,0.24024335288405418,0.01632912281558144,10,0.48292199671268465,0.031985448084869236,10,0.7528843522071839,0.015818996505548504,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.526988055737602,0.05081551038530925,10,0.2341750742491305,0.04562787156477397,10,0.13385507985949516,0.011452754520447141,10
distillation,mnist,class_confusion,0.3,jensen_shannon,0.7606,0.012997435644515944,10,3.8556456089019777,0.17315003509764124,10,0.23394122163057327,0.012410518854111275,10,0.4696268141269684,0.024445214223749786,10,0.7597234070301055,0.012325583805113702,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.5168737816769771,0.04542318535803586,10,0.23783656496070874,0.04745974024480864,10,0.1305900201201439,0.01239587656883405,10
distillation,mnist,class_confusion,0.3,kl,0.6716,0.030837206963882643,10,4.389780640602112,0.42916193772772,10,0.3083775341331959,0.027230736813841565,10,0.630415016412735,0.05671703306594404,10,0.6691518127918243,0.030832965352218165,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.4636511145099186,0.049105155896248365,10,0.23345073992809282,0.05408678450128218,10,0.19302947968244552,0.020400252821609913,10
distillation,mnist,class_confusion,0.3,kl_capped,0.6566000000000001,0.060743906873218345,10,5.959765625,1.1132687444035267,10,0.33857858053445816,0.05828843822034061,10,0.6787523031234741,0.11721749699274531,10,0.6567334473133087,0.060143012736505,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.4158176942249505,0.05006755535361046,10,0.24416983740364656,0.05721626059979789,10,0.2156928598880768,0.04544523001776934,10
distillation,mnist,class_confusion,0.3,kl_smoothed,0.6974,0.03303937045405071,10,4.415467071533203,0.41295833641016966,10,0.2883931400179863,0.028370896344111534,10,0.5873822391033172,0.06238411808587202,10,0.6954760551452637,0.03403080008791117,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.5044853058287901,0.04140729313286314,10,0.2259207561414235,0.0643003726328105,10,0.17155247926712036,0.02267518369092401,10
distillation,mnist,clean,0.0,fisher_rao,0.8336,0.020737512976353827,10,2.6945662975311278,0.3577029397359264,10,0.16234731625318527,0.019949067679992286,10,0.32540867626667025,0.04051233936797627,10,0.8334851145744324,0.020582026118394842,10,0.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7140360446674516,0.046422609110233,10,0.1695581674122973,0.040807379762943206,10,0.0506292849779129,0.009276133800095367,10
distillation,mnist,clean,0.0,hellinger,0.8326,0.016734528509774166,10,2.7160887479782105,0.28179755421254593,10,0.16455163764953612,0.016629231274015666,10,0.32971295416355134,0.03304972504391049,10,0.8321559309959412,0.017111337005039102,10,0.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.6943838952328097,0.03529717934370948,10,0.18988521075762463,0.033512151117071794,10,0.056028762832283974,0.007009064084469509,10
distillation,mnist,clean,0.0,jensen_shannon,0.8294,0.016971872154964044,10,2.7455049753189087,0.22835037836400476,10,0.16759560847282412,0.01587304065843514,10,0.3357334345579147,0.03171742861554137,10,0.8286459684371948,0.0160927643185134,10,0.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.6932139048627406,0.04069052620929535,10,0.1913037834000207,0.03592313657208698,10,0.05842612162232399,0.00821686314509409,10
distillation,mnist,clean,0.0,kl,0.8394,0.017205942126034372,10,2.5109479665756225,0.2788251874164587,10,0.1567544214963913,0.017180650986002008,10,0.31223649978637696,0.033891443678083916,10,0.8400534749031067,0.016994716707593466,10,0.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7675338022459925,0.06681276470348453,10,0.1355310392718086,0.04886540363147145,10,0.037355529703199865,0.011744083647564773,10
distillation,mnist,clean,0.0,kl_capped,0.7478,0.06999968253896266,10,4.360150551795959,1.2733355533110955,10,0.24894048225879675,0.06830947567723847,10,0.49918673634529115,0.13792339312387725,10,0.7469424843788147,0.06988695781471208,10,0.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.4665028137821617,0.05787619514484654,10,0.29218175763994225,0.07349730323024119,10,0.15303007885813713,0.04157431353314051,10
distillation,mnist,clean,0.0,kl_smoothed,0.8366,0.017180091837809115,10,2.5703039169311523,0.2758171139204505,10,0.15875125685930253,0.017378918855336347,10,0.31909183263778684,0.03391358031503882,10,0.8367617726325989,0.01694503019524834,10,0.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7359204468682939,0.054018917149539825,10,0.16598124286624186,0.037665075682779436,10,0.045740191079676154,0.008687103389391717,10
distillation,mnist,high_temperature,0.1,fisher_rao,0.8326,0.017385817975196543,10,2.683722496032715,0.2992622931488772,10,0.1623946093082428,0.01816205970117682,10,0.32660033404827116,0.036234956878722836,10,0.8325347542762757,0.01747840414072292,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7160256826284807,0.04777461345109633,10,0.1668946323001615,0.029802321578589017,10,0.05130318142473698,0.009016111278862631,10
distillation,mnist,high_temperature,0.1,hellinger,0.835,0.015527752931802835,10,2.651984930038452,0.26451304390181307,10,0.16154776275157928,0.015991467058582322,10,0.32221440970897675,0.03203167729201189,10,0.8353234648704528,0.016017366457237506,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7177127221923797,0.06065902048151195,10,0.17614020733570093,0.04442630173824031,10,0.05050915367901325,0.005751635497959762,10
distillation,mnist,high_temperature,0.1,jensen_shannon,0.8256,0.014871299726505239,10,2.7923155546188356,0.2321025950079967,10,0.17059446655511856,0.01494407948437517,10,0.3414204716682434,0.029681059880412152,10,0.8253902852535248,0.015131646307628989,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7125869623709885,0.045829971550069654,10,0.1749553418736696,0.0478802906724454,10,0.05756508521735668,0.009087832058465596,10
distillation,mnist,high_temperature,0.1,kl,0.8404,0.017608078953833785,10,2.518438482284546,0.2950243686725188,10,0.15547175284028053,0.016932520446955857,10,0.31182131767272947,0.034925363161323573,10,0.8402921438217164,0.017386068852920558,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7712339037641154,0.06607864762752541,10,0.1394002096985668,0.04875386499710749,10,0.037025820836424826,0.011715838658368241,10
distillation,mnist,high_temperature,0.1,kl_capped,0.7484,0.0914952336342051,10,4.384304785728455,1.7466590028348286,10,0.24804060297012334,0.09088751611209192,10,0.49718108475208284,0.18233429416463123,10,0.7481796085834503,0.09187090295617728,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.4891170227534369,0.07371009893594406,10,0.2745588442560921,0.06407133531592463,10,0.14704012796282767,0.06436520486477056,10
distillation,mnist,high_temperature,0.1,kl_smoothed,0.8363999999999999,0.018105861543219134,10,2.582014489173889,0.2793167962478481,10,0.1601360299229622,0.018315965398634917,10,0.32057968378067014,0.03624466644074695,10,0.83619384765625,0.017823505258612052,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7523993621483693,0.06056117593765671,10,0.15491714926223105,0.04069776501249922,10,0.04419488441199064,0.009266408687753995,10
distillation,mnist,high_temperature,0.3,fisher_rao,0.8286,0.018452341013781636,10,2.7128568410873415,0.30758749915421446,10,0.16769525660276413,0.01872642823006028,10,0.3350218504667282,0.03722183780690235,10,0.8291466772556305,0.018573717875601373,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.701377353502598,0.03369428413188472,10,0.17223577682011285,0.04429629189583607,10,0.05656624622642994,0.007582244804579607,10
distillation,mnist,high_temperature,0.3,hellinger,0.8318,0.014030126316054475,10,2.7035359382629394,0.2276308775499706,10,0.1649721500039101,0.013365529196774827,10,0.3295343846082687,0.027112083986720777,10,0.8318495213985443,0.01353609458835064,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7086234831030384,0.04886745638989029,10,0.17507516349535493,0.03287861053548509,10,0.05441550239920616,0.008692597984363525,10
distillation,mnist,high_temperature,0.3,jensen_shannon,0.8276,0.01355810540681188,10,2.793615198135376,0.2095708582706309,10,0.1695078966379166,0.012705555728379517,10,0.3388800978660583,0.024251780469286967,10,0.8275036096572876,0.012474773093106729,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.6942461645293891,0.045674363485694154,10,0.18074411871544832,0.049343331483963436,10,0.05943723358213902,0.00853652681124266,10
distillation,mnist,high_temperature,0.3,kl,0.8382,0.01777513869300477,10,2.557067561149597,0.2761320830144868,10,0.15773855450153348,0.01708245257855405,10,0.3167108654975891,0.0337910124358812,10,0.8376803576946259,0.01739640049912041,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7801733011173954,0.05666069441653654,10,0.1295562774923839,0.03863412732677865,10,0.03626487515866757,0.011700583283069258,10
distillation,mnist,high_temperature,0.3,kl_capped,0.5469999999999999,0.14104766727757126,10,8.096574592590333,2.5962116719549586,10,0.4434016667187214,0.13691684868797163,10,0.8923625528812409,0.27554600161370607,10,0.5468964755535126,0.14075859397030546,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.3809371119951488,0.1036906630922802,10,0.24014772524648476,0.06049081389110928,10,0.2955767273902893,0.10439383004051331,10
distillation,mnist,high_temperature,0.3,kl_smoothed,0.8356,0.021266562173201983,10,2.6177744626998902,0.3206514708931652,10,0.16135907856225967,0.021278855562735684,10,0.3228996604681015,0.03994177946118019,10,0.834780490398407,0.019911693612052212,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7501678906117377,0.060451787451033065,10,0.15316780943160985,0.04505741937757795,10,0.04461549166589975,0.009056649006855674,10
distillation,mnist,low_temperature,0.1,fisher_rao,0.8321999999999999,0.021196435759081946,10,2.695258903503418,0.3425329312781708,10,0.1640682949781418,0.020757208377682388,10,0.327919739484787,0.042293235183483505,10,0.8321923315525055,0.021080602645794002,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7209061064727272,0.05238314041938472,10,0.16660331324066696,0.05086613873847702,10,0.05010460391640663,0.009295131991434372,10
distillation,mnist,low_temperature,0.1,hellinger,0.8331999999999999,0.01697579976842852,10,2.714324975013733,0.2875974240147233,10,0.1637175492286682,0.017651556083068773,10,0.32800576090812683,0.0335441969937806,10,0.8326630115509033,0.016983517853224744,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7042787264450614,0.05065490116487995,10,0.17912329623337792,0.03960129793877952,10,0.05298592671751976,0.0073753085697914975,10
distillation,mnist,low_temperature,0.1,jensen_shannon,0.8288,0.014489843186023622,10,2.740761661529541,0.22714322069147103,10,0.16797953937053683,0.014440910670370125,10,0.3354812920093536,0.0287555453460612,10,0.8286481320858001,0.014676613944858736,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7075657160458824,0.03594725027350143,10,0.18479421358217646,0.03280752823232518,10,0.057171630859375,0.009423806025843286,10
distillation,mnist,low_temperature,0.1,kl,0.8395999999999999,0.01740498013021943,10,2.5250723361968994,0.2760335062501252,10,0.1569505264043808,0.017439748897274062,10,0.3129075229167938,0.033861692013135034,10,0.8399577081203461,0.016965074564515147,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7650264504428661,0.0672998273060702,10,0.13666852806123644,0.05127915248805949,10,0.03744548354297876,0.01188960104007953,10
distillation,mnist,low_temperature,0.1,kl_capped,0.7604,0.060146487844262374,10,4.144404411315918,1.2060503793362454,10,0.23542837884426118,0.059612512551464776,10,0.47175629436969757,0.12078527041843685,10,0.7606266379356384,0.060587143198646144,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.4923012569312085,0.063289554672646,10,0.26558975087997927,0.03908288202064331,10,0.1364070251584053,0.04080715277735318,10
distillation,mnist,low_temperature,0.1,kl_smoothed,0.8356,0.017908408949739517,10,2.581769037246704,0.2796928736729866,10,0.16045590863227846,0.017326781503507003,10,0.3214805096387863,0.033471125639729676,10,0.8355026721954346,0.016820735971592986,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7344795364073686,0.056691140828112524,10,0.1634325118838563,0.04223997093864506,10,0.04641021899878979,0.008361287246578256,10
distillation,mnist,low_temperature,0.3,fisher_rao,0.8310000000000001,0.01789475404195937,10,2.6921064138412474,0.31231239205253997,10,0.1646728199005127,0.018542998392495097,10,0.33058999180793763,0.03699761808134025,10,0.8310579419136047,0.018373398162556582,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.740268260595401,0.05224513785364143,10,0.15202932220716328,0.033173035114126705,10,0.04831526428461075,0.008210259937139582,10
distillation,mnist,low_temperature,0.3,hellinger,0.8325999999999999,0.017715028146244125,10,2.706134057044983,0.2882584977751037,10,0.16490840607881546,0.01738439917980554,10,0.3299871116876602,0.03464736696189281,10,0.8320108652114868,0.01755227059053442,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.6922355376836393,0.04886560530974766,10,0.18197526786618826,0.03569532246114807,10,0.0547468364238739,0.008114980972714212,10
distillation,mnist,low_temperature,0.3,jensen_shannon,0.8262,0.01749793638626501,10,2.755242371559143,0.2929931258634869,10,0.16990102093219758,0.017122138468371854,10,0.33992842137813567,0.034251351957247864,10,0.8261200666427613,0.017338624769318762,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.684893074702472,0.04075857350534183,10,0.1832498691161581,0.04590526447792019,10,0.06060708500444889,0.008070763101567228,10
distillation,mnist,low_temperature,0.3,kl,0.8390000000000001,0.016739839372652953,10,2.5254826307296754,0.2745615624987216,10,0.15730935328006743,0.017253775698032166,10,0.31370073854923247,0.03351793796963368,10,0.8394541025161744,0.016631733727752857,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7637277491441649,0.06513681166217679,10,0.13796722935993772,0.04976821581975896,10,0.037770424596965314,0.011630688659239892,10
distillation,mnist,low_temperature,0.3,kl_capped,0.7487999999999999,0.033904440875954775,10,4.353890442848206,0.6717532651696617,10,0.24733301250338555,0.03321608482775012,10,0.49474277794361116,0.06713052343692906,10,0.7496104121208191,0.034242326101984556,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.5230739132713083,0.04027141599863477,10,0.24304811365883575,0.029329826746842758,10,0.1396441377699375,0.027531748409211135,10
distillation,mnist,low_temperature,0.3,kl_smoothed,0.834,0.02028683207293723,10,2.6017964839935304,0.30836596808453764,10,0.16178531193733217,0.01844497100269032,10,0.32400762736797334,0.03702954609292238,10,0.8339959621429444,0.019159028690791936,10,1.0,0.0,10,0.8409999999999999,0.017133463034528524,10,0.7430757985089322,0.05888762771006458,10,0.15515484317253303,0.04870551602124644,10,0.045348082669079304,0.007811621976511167,10
distillation,mnist,random_wrong,0.1,fisher_rao,0.8283999999999999,0.016049922118191083,10,2.7477688074111937,0.3441281471815764,10,0.1675170738697052,0.015551447730867503,10,0.33590704798698423,0.03232937815023589,10,0.8283636093139648,0.01623115301113643,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.6579386626791782,0.056682290737144134,10,0.19710768046477462,0.03740860930930452,10,0.06426777616143227,0.010199785835184102,10
distillation,mnist,random_wrong,0.1,hellinger,0.8278000000000001,0.020362274485484704,10,2.7658502101898192,0.3280246963189221,10,0.1683213957965374,0.018995805017106376,10,0.3367569327354431,0.03923416274446042,10,0.8278010010719299,0.01984838737377266,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.670368158959209,0.046968749851385286,10,0.20144270014174387,0.027155792679927314,10,0.063061748072505,0.013723079114391764,10
distillation,mnist,random_wrong,0.1,jensen_shannon,0.8241999999999999,0.018795980657813197,10,2.820222091674805,0.3288225893568691,10,0.17187376546859742,0.018535144935384096,10,0.3446240186691284,0.0366196316351492,10,0.8240292370319366,0.018571495857196408,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.6506945572887035,0.06262843562530315,10,0.19903709534497876,0.03903582300181768,10,0.0678989265114069,0.012196206014295306,10
distillation,mnist,random_wrong,0.1,kl,0.8310000000000001,0.013928388277184116,10,2.6682356357574464,0.24580734240202268,10,0.16469813824892043,0.014105997066341365,10,0.32948862612247465,0.02832091199591429,10,0.8313452780246735,0.013596845997423595,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.7074884131841178,0.047199652896390804,10,0.16401044361371783,0.04698186661001784,10,0.053363758325576785,0.010572292231105835,10
distillation,mnist,random_wrong,0.1,kl_capped,0.7524,0.07894189142794986,10,4.262786269187927,1.472430837983464,10,0.24396427896022796,0.0776784700869287,10,0.48910165429115293,0.15661889709974,10,0.7521309435367585,0.07900893183697692,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.4882707696115608,0.06710672944871422,10,0.2734831799200027,0.07206485605750948,10,0.14470591768622398,0.051971786667872145,10
distillation,mnist,random_wrong,0.1,kl_smoothed,0.8314,0.016385630561223097,10,2.6562451362609862,0.32597629422907937,10,0.16343778450489044,0.015517264498321949,10,0.3288289874792099,0.03105069920495514,10,0.8316349387168884,0.01581819397150428,10,0.09974999999999999,0.008854534306092995,10,0.8409999999999999,0.017133463034528524,10,0.6835924454858882,0.0532861546278744,10,0.18192504913487784,0.03788044448192858,10,0.057753553986549376,0.012106792672914923,10
distillation,mnist,random_wrong,0.3,fisher_rao,0.8074,0.016167182122366803,10,3.1150147676467896,0.3240285818176201,10,0.18808523360490795,0.016720279194975502,10,0.37804548144340516,0.032733686733903505,10,0.8071323871612549,0.01587210763964134,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.5844130521513149,0.03327717135981614,10,0.23393753298533154,0.04363361790416954,10,0.08966536819934845,0.009969528522360672,10
distillation,mnist,random_wrong,0.3,hellinger,0.8059999999999998,0.01766352173265566,10,3.106689977645874,0.3037802130005161,10,0.18871988655328753,0.018625932238680056,10,0.37951166927814484,0.03611185862665343,10,0.8058330535888671,0.017660241374532572,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.6050524457714094,0.057744219541733956,10,0.22272430524020592,0.043607012123438524,10,0.08799753934144974,0.01185469556822563,10
distillation,mnist,random_wrong,0.3,jensen_shannon,0.8018000000000001,0.022518140835039325,10,3.1937766313552856,0.35906428136836405,10,0.1939314318180084,0.020626882930716465,10,0.38866299390792847,0.04194466355409378,10,0.8014358460903168,0.021786959088104536,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.60571869144368,0.053947229346689246,10,0.2162191108883283,0.04706805758547844,10,0.09016397148370743,0.014713575283957185,10
distillation,mnist,random_wrong,0.3,kl,0.8019999999999999,0.013498971154211021,10,3.069367837905884,0.2845520263330598,10,0.19392459838390347,0.013831290787431111,10,0.38811739087104796,0.027925822672402668,10,0.8015615165233612,0.0138283244489387,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.5750883476604124,0.03041449455168379,10,0.23634941717263355,0.04331809667729489,10,0.09419983476400376,0.009812151614546268,10
distillation,mnist,random_wrong,0.3,kl_capped,0.7121999999999999,0.0508107600153091,10,4.948899745941162,0.9371773156075515,10,0.28352804546356203,0.050941182826782415,10,0.5676080226898194,0.1015288591807075,10,0.7125653505325318,0.050978209185144764,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.44864358727128,0.06788864545057047,10,0.2624865042627279,0.05821038241302013,10,0.1755760505795479,0.03997828140674566,10
distillation,mnist,random_wrong,0.3,kl_smoothed,0.8049999999999999,0.018577166390790337,10,3.11042160987854,0.2889540599653359,10,0.19157845178246496,0.01896686364375394,10,0.3840629905462265,0.036536390487932946,10,0.8042099595069885,0.018314912557074393,10,0.29541666666666666,0.013059987427441811,10,0.8409999999999999,0.017133463034528524,10,0.5900044040184251,0.050671204393094214,10,0.2278349463184973,0.06086885012419173,10,0.09137613326311111,0.006315782480356159,10
soft_label,digits,adversarial,0.1,fisher_rao,0.9355555555555558,0.010135494198406803,10,0.46402681767940523,0.1390369463866188,10,0.05282913093765577,0.011876546717616456,10,0.11431102976202964,0.021590506959991918,10,0.9308443784713745,0.011460574935163208,10,0.09992044550517103,0.009951910824183952,10,,,,,,,,,,,,
soft_label,digits,adversarial,0.1,hellinger,0.9346296296296297,0.010294031192360956,10,0.47939976751804353,0.133258818831152,10,0.051644928609883345,0.009265340663090949,10,0.11397265046834945,0.018241179102646398,10,0.9314326703548431,0.009768519079988394,10,0.09992044550517103,0.009951910824183952,10,,,,,,,,,,,,
soft_label,digits,adversarial,0.1,jensen_shannon,0.9311111111111112,0.00854442294962877,10,0.5202842593193054,0.13136290555267147,10,0.0560142016245259,0.00722094248375561,10,0.11919959262013435,0.013649274311905995,10,0.9294168174266815,0.0074963655339433865,10,0.09992044550517103,0.009951910824183952,10,,,,,,,,,,,,
soft_label,digits,adversarial,0.1,kl,0.8714814814814815,0.008606629658238722,10,0.5395129650831223,0.06258063194413994,10,0.03992288727175307,0.015909175714503877,10,0.19630873650312425,0.006825121541254303,10,0.8066658318042755,0.024058151031287736,10,0.09992044550517103,0.009951910824183952,10,,,,,,,,,,,,
