experiment,dataset,corruption_type,stress_level,objective,baseline,eval_accuracy_n,eval_accuracy_mean_diff,eval_accuracy_wilcoxon_stat,eval_accuracy_wilcoxon_p,eval_accuracy_cliffs_delta,eval_accuracy_positive_seed_count,eval_accuracy_negative_seed_count,eval_accuracy_tie_seed_count,eval_accuracy_direction_consistency,eval_nll_n,eval_nll_mean_diff,eval_nll_wilcoxon_stat,eval_nll_wilcoxon_p,eval_nll_cliffs_delta,eval_nll_positive_seed_count,eval_nll_negative_seed_count,eval_nll_tie_seed_count,eval_nll_direction_consistency,eval_ece_n,eval_ece_mean_diff,eval_ece_wilcoxon_stat,eval_ece_wilcoxon_p,eval_ece_cliffs_delta,eval_ece_positive_seed_count,eval_ece_negative_seed_count,eval_ece_tie_seed_count,eval_ece_direction_consistency,eval_brier_n,eval_brier_mean_diff,eval_brier_wilcoxon_stat,eval_brier_wilcoxon_p,eval_brier_cliffs_delta,eval_brier_positive_seed_count,eval_brier_negative_seed_count,eval_brier_tie_seed_count,eval_brier_direction_consistency,eval_mean_true_probability_n,eval_mean_true_probability_mean_diff,eval_mean_true_probability_wilcoxon_stat,eval_mean_true_probability_wilcoxon_p,eval_mean_true_probability_cliffs_delta,eval_mean_true_probability_positive_seed_count,eval_mean_true_probability_negative_seed_count,eval_mean_true_probability_tie_seed_count,eval_mean_true_probability_direction_consistency,eval_train_corrupted_fraction_n,eval_train_corrupted_fraction_mean_diff,eval_train_corrupted_fraction_wilcoxon_stat,eval_train_corrupted_fraction_wilcoxon_p,eval_train_corrupted_fraction_cliffs_delta,eval_train_corrupted_fraction_positive_seed_count,eval_train_corrupted_fraction_negative_seed_count,eval_train_corrupted_fraction_tie_seed_count,eval_train_corrupted_fraction_direction_consistency,eval_teacher_accuracy_n,eval_teacher_accuracy_mean_diff,eval_teacher_accuracy_wilcoxon_stat,eval_teacher_accuracy_wilcoxon_p,eval_teacher_accuracy_cliffs_delta,eval_teacher_accuracy_positive_seed_count,eval_teacher_accuracy_negative_seed_count,eval_teacher_accuracy_tie_seed_count,eval_teacher_accuracy_direction_consistency,eval_teacher_error_imitation_n,eval_teacher_error_imitation_mean_diff,eval_teacher_error_imitation_wilcoxon_stat,eval_teacher_error_imitation_wilcoxon_p,eval_teacher_error_imitation_cliffs_delta,eval_teacher_error_imitation_positive_seed_count,eval_teacher_error_imitation_negative_seed_count,eval_teacher_error_imitation_tie_seed_count,eval_teacher_error_imitation_direction_consistency,eval_accuracy_on_teacher_wrong_n,eval_accuracy_on_teacher_wrong_mean_diff,eval_accuracy_on_teacher_wrong_wilcoxon_stat,eval_accuracy_on_teacher_wrong_wilcoxon_p,eval_accuracy_on_teacher_wrong_cliffs_delta,eval_accuracy_on_teacher_wrong_positive_seed_count,eval_accuracy_on_teacher_wrong_negative_seed_count,eval_accuracy_on_teacher_wrong_tie_seed_count,eval_accuracy_on_teacher_wrong_direction_consistency,eval_teacher_student_js_n,eval_teacher_student_js_mean_diff,eval_teacher_student_js_wilcoxon_stat,eval_teacher_student_js_wilcoxon_p,eval_teacher_student_js_cliffs_delta,eval_teacher_student_js_positive_seed_count,eval_teacher_student_js_negative_seed_count,eval_teacher_student_js_tie_seed_count,eval_teacher_student_js_direction_consistency
distillation,digits,high_temperature,0.3,fisher_rao,kl,10,0.003333333333333355,12.0,0.2421875,0.11,6,3,1,0.6,10,0.03098624050617218,10.0,0.083984375,0.14,6,4,0,0.6,10,0.008479402622690911,4.0,0.013671875,0.42,9,1,0,0.9,10,0.0003347977995872498,25.0,0.845703125,-0.02,6,4,0,0.6,10,0.008343428373336792,0.0,0.001953125,0.42,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.05134710495694478,3.0,0.01953125,-0.37,1,8,1,0.8,10,0.03791537778379884,3.0,0.0390625,0.52,7,1,2,0.7,10,0.0011285243555903435,13.0,0.16015625,0.18,6,4,0,0.6
distillation,digits,high_temperature,0.3,hellinger,kl,10,0.002962962962962967,16.0,0.484375,0.1,6,3,1,0.6,10,0.032203152775764465,6.0,0.02734375,0.18,7,3,0,0.7,10,0.008238439493709133,7.0,0.037109375,0.38,8,2,0,0.8,10,0.0005494117736816406,20.0,0.4921875,0.08,6,4,0,0.6,10,0.007225328683853149,2.0,0.005859375,0.36,9,1,0,0.9,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.04287207474278411,2.0,0.01171875,-0.31,1,8,1,0.8,10,0.03442235386743396,6.0,0.05078125,0.51,7,2,1,0.7,10,0.001636540237814188,4.0,0.013671875,0.36,9,1,0,0.9
distillation,digits,high_temperature,0.3,jensen_shannon,kl,10,0.005370370370370381,11.5,0.11328125,0.3,7,3,0,0.7,10,0.036489807069301605,10.0,0.083984375,0.16,6,4,0,0.6,10,0.005336064861880411,15.0,0.232421875,0.26,6,4,0,0.6,10,-0.0025756262242794038,19.0,0.431640625,-0.04,4,6,0,0.6,10,0.009707564115524292,0.0,0.001953125,0.52,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.0977082674937366,2.0,0.01171875,-0.55,1,8,1,0.8,10,0.07344394857552752,0.0,0.00390625,0.67,9,0,1,0.9,10,0.0034226300194859505,2.0,0.005859375,0.58,9,1,0,0.9
distillation,digits,high_temperature,0.3,kl_capped,kl,10,-0.4529629629629629,0.0,0.001953125,-1.0,0,10,0,1.0,10,1.394859567284584,0.0,0.001953125,1.0,10,0,0,1.0,10,0.14485780377906782,0.0,0.001953125,1.0,10,0,0,1.0,10,0.5638527706265449,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.4823985457420349,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.33792613340954303,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.09782600297760481,1.0,0.0078125,0.67,8,1,1,0.8,10,0.2933101925998926,0.0,0.001953125,1.0,10,0,0,1.0
distillation,digits,high_temperature,0.3,kl_smoothed,kl,10,-0.0022222222222222144,8.0,0.1953125,-0.13,2,6,2,0.6,10,0.03375591933727264,0.0,0.001953125,0.22,10,0,0,1.0,10,0.00492455664056318,8.0,0.048828125,0.2,7,3,0,0.7,10,0.005349444597959519,0.0,0.001953125,0.2,10,0,0,1.0,10,0.00015364885330200196,25.0,0.845703125,0.06,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.006914969480758948,10.0,0.578125,0.03,5,2,3,0.5,10,0.0017583505784306702,13.0,0.9375,0.05,4,3,3,0.4,10,0.0010402423329651355,0.0,0.001953125,0.28,10,0,0,1.0
distillation,digits,low_temperature,0.1,fisher_rao,kl,10,0.0005555555555555869,18.0,0.63671875,0.0,6,3,1,0.6,10,0.0376748725771904,9.0,0.064453125,0.12,7,3,0,0.7,10,0.004125853368529582,5.0,0.01953125,0.36,9,1,0,0.9,10,0.0026679679751396177,16.0,0.275390625,0.16,6,4,0,0.6,10,0.0017349898815155029,15.0,0.232421875,0.1,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.13032046254014218,0.0,0.00390625,-0.8,0,9,1,0.9,10,0.09168952299673123,1.0,0.00390625,0.73,9,1,0,0.9,10,0.0082304178038612,0.0,0.001953125,0.94,10,0,0,1.0
distillation,digits,low_temperature,0.1,hellinger,kl,10,-0.0005555555555555314,24.0,0.755859375,0.03,5,5,0,0.5,10,0.040135440230369565,8.0,0.048828125,0.16,7,3,0,0.7,10,0.003508326571296791,9.0,0.064453125,0.3,7,3,0,0.7,10,0.00209718644618988,21.0,0.556640625,0.08,7,3,0,0.7,10,0.0018417954444885254,19.0,0.431640625,0.1,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.1295734927757239,1.0,0.00390625,-0.8,1,9,0,0.9,10,0.09529927077981999,1.0,0.00390625,0.77,9,1,0,0.9,10,0.009326826059259474,0.0,0.001953125,0.92,10,0,0,1.0
distillation,digits,low_temperature,0.1,jensen_shannon,kl,10,3.3306690738754695e-17,20.5,0.84375,-0.04,5,4,1,0.5,10,0.03958814442157745,5.0,0.01953125,0.26,9,1,0,0.9,10,0.0046112898047323625,8.0,0.048828125,0.5,8,2,0,0.8,10,0.0032596006989479066,16.0,0.275390625,0.16,7,3,0,0.7,10,0.001430070400238037,16.0,0.275390625,0.16,7,3,0,0.7,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.19350457830148904,0.0,0.001953125,-0.84,0,10,0,1.0,10,0.13730227980514026,0.0,0.00390625,0.83,9,0,1,0.9,10,0.012417821609415115,0.0,0.001953125,0.98,10,0,0,1.0
distillation,digits,low_temperature,0.1,kl_capped,kl,10,-0.02518518518518519,1.0,0.00390625,-0.86,1,9,0,0.9,10,0.4373213455080986,0.0,0.001953125,0.98,10,0,0,1.0,10,0.02873253479048059,0.0,0.001953125,1.0,10,0,0,1.0,10,0.052314667403697966,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.02270413041114807,1.0,0.00390625,-0.86,1,9,0,0.9,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.2586567200325781,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.16475685300056012,0.0,0.001953125,0.91,10,0,0,1.0,10,0.03300829792860895,0.0,0.001953125,1.0,10,0,0,1.0
distillation,digits,low_temperature,0.1,kl_smoothed,kl,10,0.0005555555555555758,4.5,0.3125,0.06,4,2,4,0.4,10,0.007930204272270203,10.0,0.083984375,0.04,8,2,0,0.8,10,-0.0007977931587784183,17.0,0.322265625,-0.08,3,7,0,0.7,10,0.000277380645275116,25.0,0.845703125,-0.02,5,5,0,0.5,10,-3.8182735443115236e-05,26.0,0.921875,0.02,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.007894736842105265,0.0,1.0,-0.07,0,1,9,0.9,10,0.007827260458839403,0.0,0.5,0.08,2,0,8,0.8,10,0.0004391811555251479,14.0,0.193359375,0.12,7,3,0,0.7
distillation,digits,low_temperature,0.3,fisher_rao,kl,10,0.00037037037037038754,11.0,0.3671875,0.03,5,3,2,0.5,10,0.03953329175710678,8.0,0.048828125,0.12,7,3,0,0.7,10,0.0028454799067091064,12.0,0.130859375,0.24,8,2,0,0.8,10,0.0018983155488967896,20.0,0.4921875,0.02,5,5,0,0.5,10,0.002147608995437622,11.0,0.10546875,0.2,7,3,0,0.7,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.12367636833025848,0.0,0.001953125,-0.78,0,10,0,1.0,10,0.08209104764167693,1.0,0.00390625,0.73,9,1,0,0.9,10,0.008374535106122493,0.0,0.001953125,0.94,10,0,0,1.0
distillation,digits,low_temperature,0.3,hellinger,kl,10,-0.0012962962962962733,17.0,0.56640625,-0.08,5,4,1,0.5,10,0.04658215194940567,7.0,0.037109375,0.2,8,2,0,0.8,10,0.0038888797826237102,14.0,0.193359375,0.28,8,2,0,0.8,10,0.004321740567684173,16.0,0.275390625,0.18,7,3,0,0.7,10,0.0008971750736236572,22.0,0.625,0.04,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.13389186660067665,1.0,0.0078125,-0.83,1,8,1,0.8,10,0.09692886560020428,1.0,0.0078125,0.76,8,1,1,0.8,10,0.010321244690567255,0.0,0.001953125,0.94,10,0,0,1.0
distillation,digits,low_temperature,0.3,jensen_shannon,kl,10,-0.0014814814814814836,17.5,0.59765625,-0.06,4,5,1,0.5,10,0.04874413758516312,6.0,0.02734375,0.26,8,2,0,0.8,10,0.0056737330997431844,6.0,0.02734375,0.44,8,2,0,0.8,10,0.005621708929538727,8.0,0.048828125,0.26,8,2,0,0.8,10,0.00030245184898376466,23.0,0.6953125,0.04,6,4,0,0.6,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.1819563620250119,0.0,0.001953125,-0.84,0,10,0,1.0,10,0.13219988823535733,0.0,0.00390625,0.85,9,0,1,0.9,10,0.012853914219886065,0.0,0.001953125,0.98,10,0,0,1.0
distillation,digits,low_temperature,0.3,kl_capped,kl,10,-0.10333333333333332,0.0,0.001953125,-0.9,0,10,0,1.0,10,1.8045551180839539,0.0,0.001953125,1.0,10,0,0,1.0,10,0.1029160715474023,0.0,0.001953125,1.0,10,0,0,1.0,10,0.20336297303438186,0.0,0.001953125,0.98,10,0,0,1.0,10,-0.10020800232887268,0.0,0.001953125,-0.88,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.29499317867166835,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.19874415254707017,0.0,0.001953125,0.98,10,0,0,1.0,10,0.09105112086981534,0.0,0.001953125,1.0,10,0,0,1.0
distillation,digits,low_temperature,0.3,kl_smoothed,kl,10,0.0012962962962962954,2.0,0.1875,0.1,4,1,5,0.5,10,0.008775334060192107,9.0,0.064453125,0.06,9,1,0,0.9,10,-2.9534322244129108e-05,27.0,1.0,-0.04,4,6,0,0.6,10,0.000276339054107666,23.0,0.6953125,-0.02,5,5,0,0.5,10,-7.697343826293946e-05,25.0,0.845703125,0.02,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.004255831887410832,2.0,0.75,-0.08,1,2,7,0.7,10,0.013169140800719747,0.0,0.25,0.09,3,0,7,0.7,10,0.00045458667445927856,12.0,0.130859375,0.12,7,3,0,0.7
distillation,digits,random_wrong,0.1,fisher_rao,kl,10,0.06592592592592592,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.10849698930978775,3.0,0.009765625,-0.54,1,9,0,0.9,10,0.01589930766434582,1.0,0.00390625,0.72,9,1,0,0.9,10,-0.09012627452611924,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.13234938979148864,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.2041415450611675,0.0,0.001953125,0.97,10,0,0,1.0,10,-0.0793979240103382,7.0,0.07421875,-0.46,2,7,1,0.7,10,-0.0663233108818531,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,digits,random_wrong,0.1,hellinger,kl,10,0.07037037037037036,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.1246789887547493,1.0,0.00390625,-0.62,1,9,0,0.9,10,0.012757766646919449,5.0,0.01953125,0.6,9,1,0,0.9,10,-0.09538099244236946,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.13553603887557983,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.21253246851788038,0.0,0.001953125,0.99,10,0,0,1.0,10,-0.06186761092510521,7.0,0.07421875,-0.41,2,7,1,0.7,10,-0.06806975323706865,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,digits,random_wrong,0.1,jensen_shannon,kl,10,0.07074074074074074,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.11640598177909851,4.0,0.013671875,-0.6,2,8,0,0.8,10,0.013137615822531572,1.0,0.00390625,0.7,9,1,0,0.9,10,-0.0954934686422348,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.1366605281829834,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.18403689848912957,0.0,0.001953125,0.99,10,0,0,1.0,10,-0.02364776097041544,12.0,0.4609375,-0.09,3,5,2,0.5,10,-0.06628790274262428,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,digits,random_wrong,0.1,kl_capped,kl,10,0.04203703703703705,0.0,0.001953125,0.98,10,0,0,1.0,10,0.12197186350822449,7.0,0.037109375,0.58,9,1,0,0.9,10,0.03590170660780535,0.0,0.001953125,0.98,10,0,0,1.0,10,-0.04618043377995491,1.0,0.00390625,-0.84,1,9,0,0.9,10,0.1085442066192627,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.11143679341762866,6.0,0.02734375,0.77,9,1,0,0.9,10,-0.012730611187418977,18.0,0.65234375,-0.05,4,5,1,0.5,10,-0.04597084484994411,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,digits,random_wrong,0.1,kl_smoothed,kl,10,0.032407407407407406,0.0,0.00390625,0.81,9,0,1,0.9,10,-0.027203390002250673,17.0,0.322265625,-0.12,4,6,0,0.6,10,0.0263987436476681,0.0,0.001953125,0.94,10,0,0,1.0,10,-0.039258469641208646,0.0,0.001953125,-0.78,0,10,0,1.0,10,0.08953753709793091,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.08677347914905123,3.0,0.01953125,0.57,8,1,1,0.8,10,-0.03180262057264346,13.0,0.30078125,-0.17,2,7,1,0.7,10,-0.040090736374258994,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,digits,random_wrong,0.3,fisher_rao,kl,10,0.0537037037037037,0.0,0.001953125,0.96,10,0,0,1.0,10,-0.1279531389474869,3.0,0.009765625,-0.74,1,9,0,0.9,10,-0.13974322299162548,0.0,0.001953125,-1.0,0,10,0,1.0,10,-0.1296934723854065,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.30583946108818055,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.1095220046535836,0.0,0.00390625,0.73,9,0,1,0.9,10,0.025650689477920596,21.0,0.5390625,0.11,6,4,0,0.6,10,-0.1281502079218626,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,digits,random_wrong,0.3,hellinger,kl,10,0.05907407407407409,0.0,0.001953125,0.99,10,0,0,1.0,10,-0.14705040454864501,0.0,0.001953125,-0.76,0,10,0,1.0,10,-0.14301284557139432,0.0,0.001953125,-1.0,0,10,0,1.0,10,-0.13795010149478912,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.3123758971691132,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.11908703464195454,0.0,0.00390625,0.81,9,0,1,0.9,10,5.829672305643907e-05,21.0,0.890625,-0.07,4,5,1,0.5,10,-0.13256157152354717,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,digits,random_wrong,0.3,jensen_shannon,kl,10,0.07166666666666668,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.18098676204681396,1.0,0.00390625,-0.8,1,9,0,0.9,10,-0.1512467299070623,0.0,0.001953125,-1.0,0,10,0,1.0,10,-0.16111318841576577,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.3266672968864441,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.12866897143641998,2.0,0.005859375,0.64,9,1,0,0.9,10,0.01653587464800279,21.5,0.57421875,0.04,6,4,0,0.6,10,-0.1398109294474125,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,digits,random_wrong,0.3,kl_capped,kl,10,-0.5037037037037037,0.0,0.001953125,-1.0,0,10,0,1.0,10,1.1474116742610931,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.09358864503602188,0.0,0.001953125,-0.88,0,10,0,1.0,10,0.4908764213323593,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.34019259363412857,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.030143145871120703,20.0,0.4921875,-0.2,4,6,0,0.6,10,-0.060077246743436674,15.0,0.232421875,-0.31,3,7,0,0.7,10,0.2341320440173149,0.0,0.001953125,1.0,10,0,0,1.0
distillation,digits,random_wrong,0.3,kl_smoothed,kl,10,-0.0009259259259259189,16.0,0.48046875,-0.07,3,6,1,0.6,10,0.0065661191940307615,21.0,0.556640625,0.12,5,5,0,0.5,10,-0.0034987353947427665,11.0,0.10546875,-0.14,2,8,0,0.8,10,0.0015042245388031006,21.0,0.556640625,0.04,5,5,0,0.5,10,0.0011500716209411621,14.0,0.193359375,0.1,7,3,0,0.7,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0038597469146668282,5.0,0.625,0.05,3,2,5,0.5,10,-0.00610380116959065,2.0,0.75,-0.02,1,2,7,0.7,10,-0.0003968775272369385,22.0,0.625,-0.04,5,5,0,0.5
distillation,mnist,class_confusion,0.1,fisher_rao,kl,10,-0.0010000000000000009,17.0,0.546875,-0.05,3,6,1,0.6,10,0.09952178001403808,13.0,0.16015625,0.22,7,3,0,0.7,10,0.001578380972146995,19.0,0.431640625,0.1,7,3,0,0.7,10,0.0014878541231155395,21.0,0.556640625,0.04,6,4,0,0.6,10,-8.137226104736328e-05,24.0,0.76953125,0.04,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.06711170288913752,0.0,0.001953125,-0.65,0,10,0,1.0,10,0.02680875613294976,8.0,0.09765625,0.43,7,2,1,0.7,10,0.008937475085258485,1.0,0.00390625,0.38,9,1,0,0.9
distillation,mnist,class_confusion,0.1,hellinger,kl,10,-0.003599999999999981,14.5,0.36328125,-0.09,3,6,1,0.6,10,0.12229223251342773,7.0,0.037109375,0.26,9,1,0,0.9,10,0.003913615047931679,20.0,0.4921875,0.08,6,4,0,0.6,10,0.006074774265289307,20.0,0.4921875,0.08,6,4,0,0.6,10,-0.0019873738288879394,24.0,0.76953125,-0.08,4,6,0,0.6,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.05001160424462444,7.0,0.037109375,-0.48,2,8,0,0.8,10,0.026399637490031613,9.0,0.12890625,0.35,7,2,1,0.7,10,0.009986845776438713,2.0,0.005859375,0.6,9,1,0,0.9
distillation,mnist,class_confusion,0.1,jensen_shannon,kl,10,-0.0007999999999999896,26.0,0.908203125,-0.07,4,6,0,0.6,10,0.13201115131378174,10.0,0.083984375,0.26,6,4,0,0.6,10,0.0013291283905506295,24.0,0.76953125,0.14,6,4,0,0.6,10,0.0022317498922348024,24.0,0.76953125,0.08,6,4,0,0.6,10,-7.030367851257324e-05,25.0,0.845703125,-0.04,4,6,0,0.6,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.05262689030775346,3.0,0.01953125,-0.51,1,8,1,0.8,10,0.030340515735702046,9.0,0.064453125,0.39,8,2,0,0.8,10,0.008470444008708,0.0,0.001953125,0.4,10,0,0,1.0
distillation,mnist,class_confusion,0.1,kl_capped,kl,10,-0.05279999999999997,3.0,0.009765625,-0.72,1,9,0,0.9,10,1.2040309190750123,0.0,0.001953125,0.88,10,0,0,1.0,10,0.05408738077878954,1.0,0.00390625,0.74,9,1,0,0.9,10,0.1065553069114685,2.0,0.005859375,0.72,9,1,0,0.9,10,-0.05157977342605591,3.0,0.009765625,-0.72,1,9,0,0.9,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.24523379112219645,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.1258606857381682,0.0,0.001953125,1.0,10,0,0,1.0,10,0.07707268670201302,0.0,0.001953125,1.0,10,0,0,1.0
distillation,mnist,class_confusion,0.1,kl_smoothed,kl,10,0.002599999999999991,25.5,0.880859375,0.08,5,5,0,0.5,10,-0.008072996139526367,25.0,0.845703125,-0.02,5,5,0,0.5,10,-0.0032902741849422435,20.0,0.4921875,-0.14,4,6,0,0.6,10,-0.005686149001121521,21.0,0.556640625,-0.12,4,6,0,0.6,10,0.0029238581657409666,21.0,0.556640625,0.08,6,4,0,0.6,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.021042306040914414,8.0,0.1953125,-0.28,3,5,2,0.5,10,0.0170390590263875,10.0,0.1640625,0.27,6,3,1,0.6,10,0.0012922823429107667,20.0,0.4921875,0.18,7,3,0,0.7
distillation,mnist,class_confusion,0.3,fisher_rao,kl,10,0.0814,0.0,0.001953125,0.96,10,0,0,1.0,10,-0.4768502712249756,5.0,0.01953125,-0.62,2,8,0,0.8,10,-0.0679282982647419,0.0,0.001953125,-0.96,0,10,0,1.0,10,-0.14687166213989258,0.0,0.001953125,-0.96,0,10,0,1.0,10,0.08334444165229797,0.0,0.001953125,0.96,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.062295273701703666,0.0,0.001953125,0.64,10,0,0,1.0,10,-0.002378352725692162,20.0,0.4921875,0.04,4,6,0,0.6,10,-0.05867610275745392,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,mnist,class_confusion,0.3,hellinger,kl,10,0.08099999999999999,0.0,0.001953125,0.98,10,0,0,1.0,10,-0.4923539161682129,3.0,0.009765625,-0.66,1,9,0,0.9,10,-0.0681341812491417,0.0,0.001953125,-0.98,0,10,0,1.0,10,-0.14749301970005035,0.0,0.001953125,-0.98,0,10,0,1.0,10,0.08373253941535949,0.0,0.001953125,0.98,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.06333694122768344,0.0,0.001953125,0.76,10,0,0,1.0,10,0.0007243343210376896,21.0,0.91015625,0.03,4,5,1,0.5,10,-0.05917439982295036,0.0,0.001953125,-1.0,0,10,0,1.0
distillation,mnist,class_confusion,0.3,jensen_shannon,kl,10,0.089,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.5341350317001343,7.0,0.037109375,-0.72,2,8,0,0.8,10,-0.0744363125026226,0.0,0.001953125,-1.0,0,10,0,1.0,10,-0.1607882022857666,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.09057159423828125,0.0,0.001953125,1.0,10,0,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.053222667167058556,0.0,0.00390625,0.51,9,0,1,0.9,10,0.004385825032615922,12.0,0.8125,0.09,3,4,3,0.4,10,-0.06243945956230164,0.0,0.001953125,-1.0,0,10,0,1.0
