experiment,dataset,corruption_type,stress_level,objective,baseline,eval_accuracy_n,eval_accuracy_mean_diff,eval_accuracy_wilcoxon_stat,eval_accuracy_wilcoxon_p,eval_accuracy_cliffs_delta,eval_accuracy_positive_seed_count,eval_accuracy_negative_seed_count,eval_accuracy_tie_seed_count,eval_accuracy_direction_consistency,eval_nll_n,eval_nll_mean_diff,eval_nll_wilcoxon_stat,eval_nll_wilcoxon_p,eval_nll_cliffs_delta,eval_nll_positive_seed_count,eval_nll_negative_seed_count,eval_nll_tie_seed_count,eval_nll_direction_consistency,eval_ece_n,eval_ece_mean_diff,eval_ece_wilcoxon_stat,eval_ece_wilcoxon_p,eval_ece_cliffs_delta,eval_ece_positive_seed_count,eval_ece_negative_seed_count,eval_ece_tie_seed_count,eval_ece_direction_consistency,eval_brier_n,eval_brier_mean_diff,eval_brier_wilcoxon_stat,eval_brier_wilcoxon_p,eval_brier_cliffs_delta,eval_brier_positive_seed_count,eval_brier_negative_seed_count,eval_brier_tie_seed_count,eval_brier_direction_consistency,eval_mean_true_probability_n,eval_mean_true_probability_mean_diff,eval_mean_true_probability_wilcoxon_stat,eval_mean_true_probability_wilcoxon_p,eval_mean_true_probability_cliffs_delta,eval_mean_true_probability_positive_seed_count,eval_mean_true_probability_negative_seed_count,eval_mean_true_probability_tie_seed_count,eval_mean_true_probability_direction_consistency,eval_train_corrupted_fraction_n,eval_train_corrupted_fraction_mean_diff,eval_train_corrupted_fraction_wilcoxon_stat,eval_train_corrupted_fraction_wilcoxon_p,eval_train_corrupted_fraction_cliffs_delta,eval_train_corrupted_fraction_positive_seed_count,eval_train_corrupted_fraction_negative_seed_count,eval_train_corrupted_fraction_tie_seed_count,eval_train_corrupted_fraction_direction_consistency,eval_teacher_accuracy_n,eval_teacher_accuracy_mean_diff,eval_teacher_accuracy_wilcoxon_stat,eval_teacher_accuracy_wilcoxon_p,eval_teacher_accuracy_cliffs_delta,eval_teacher_accuracy_positive_seed_count,eval_teacher_accuracy_negative_seed_count,eval_teacher_accuracy_tie_seed_count,eval_teacher_accuracy_direction_consistency,eval_teacher_error_imitation_n,eval_teacher_error_imitation_mean_diff,eval_teacher_error_imitation_wilcoxon_stat,eval_teacher_error_imitation_wilcoxon_p,eval_teacher_error_imitation_cliffs_delta,eval_teacher_error_imitation_positive_seed_count,eval_teacher_error_imitation_negative_seed_count,eval_teacher_error_imitation_tie_seed_count,eval_teacher_error_imitation_direction_consistency,eval_accuracy_on_teacher_wrong_n,eval_accuracy_on_teacher_wrong_mean_diff,eval_accuracy_on_teacher_wrong_wilcoxon_stat,eval_accuracy_on_teacher_wrong_wilcoxon_p,eval_accuracy_on_teacher_wrong_cliffs_delta,eval_accuracy_on_teacher_wrong_positive_seed_count,eval_accuracy_on_teacher_wrong_negative_seed_count,eval_accuracy_on_teacher_wrong_tie_seed_count,eval_accuracy_on_teacher_wrong_direction_consistency,eval_teacher_student_js_n,eval_teacher_student_js_mean_diff,eval_teacher_student_js_wilcoxon_stat,eval_teacher_student_js_wilcoxon_p,eval_teacher_student_js_cliffs_delta,eval_teacher_student_js_positive_seed_count,eval_teacher_student_js_negative_seed_count,eval_teacher_student_js_tie_seed_count,eval_teacher_student_js_direction_consistency
distillation,mnist,class_confusion,0.3,kl_capped,kl,10,-0.01499999999999999,26.0,0.90234375,-0.03,6,4,0,0.6,10,1.5699849843978881,0.0,0.001953125,0.86,10,0,0,1.0,10,0.03020104640126229,15.0,0.232421875,0.3,7,3,0,0.7,10,0.048337286710739134,20.0,0.4921875,0.18,5,5,0,0.5,10,-0.012418365478515625,26.0,0.921875,-0.02,6,4,0,0.6,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.04783342028496805,7.0,0.07421875,-0.56,1,8,1,0.8,10,0.010719097475553727,21.0,0.91015625,0.09,5,4,1,0.5,10,0.022663380205631255,19.0,0.431640625,0.36,6,4,0,0.6
distillation,mnist,class_confusion,0.3,kl_smoothed,kl,10,0.02579999999999998,7.0,0.037109375,0.51,8,2,0,0.8,10,0.025686430931091308,23.0,0.6953125,0.02,6,4,0,0.6,10,-0.019984394115209567,8.0,0.048828125,-0.44,2,8,0,0.8,10,-0.04303277730941772,7.0,0.037109375,-0.44,2,8,0,0.8,10,0.02632424235343933,6.0,0.02734375,0.48,8,2,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.04083419131887158,0.0,0.00390625,0.49,9,0,1,0.9,10,-0.007529983786669303,14.0,0.640625,-0.1,3,5,2,0.5,10,-0.021477000415325166,3.0,0.009765625,-0.48,1,9,0,0.9
distillation,mnist,clean,0.0,fisher_rao,kl,10,-0.005799999999999983,6.5,0.0625,-0.16,3,6,1,0.6,10,0.18361833095550537,4.0,0.013671875,0.34,9,1,0,0.9,10,0.005592894756793973,14.0,0.193359375,0.12,6,4,0,0.6,10,0.013172176480293275,7.0,0.037109375,0.14,7,3,0,0.7,10,-0.006568360328674317,6.0,0.02734375,-0.16,3,7,0,0.7,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.053497757578540917,8.0,0.048828125,-0.5,3,7,0,0.7,10,0.03402712814048868,14.0,0.193359375,0.44,8,2,0,0.8,10,0.013273755274713039,5.0,0.01953125,0.64,8,2,0,0.8
distillation,mnist,clean,0.0,hellinger,kl,10,-0.006800000000000006,2.5,0.015625,-0.23,1,8,1,0.8,10,0.2051407814025879,1.0,0.00390625,0.4,9,1,0,0.9,10,0.0077972161531448345,2.0,0.005859375,0.2,9,1,0,0.9,10,0.017476454377174377,2.0,0.005859375,0.3,9,1,0,0.9,10,-0.007897543907165527,2.0,0.005859375,-0.28,1,9,0,0.9,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.07314990701318284,0.0,0.001953125,-0.72,0,10,0,1.0,10,0.05435417148581605,2.0,0.005859375,0.64,9,1,0,0.9,10,0.01867323312908411,1.0,0.00390625,0.78,9,1,0,0.9
distillation,mnist,clean,0.0,jensen_shannon,kl,10,-0.009999999999999998,6.0,0.02734375,-0.27,2,8,0,0.8,10,0.23455700874328614,3.0,0.009765625,0.48,9,1,0,0.9,10,0.010841186976432816,3.0,0.009765625,0.38,9,1,0,0.9,10,0.023496934771537782,4.0,0.013671875,0.4,9,1,0,0.9,10,-0.011407506465911866,4.0,0.013671875,-0.36,1,9,0,0.9,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.07431989738325193,3.0,0.009765625,-0.62,2,8,0,0.8,10,0.05577274412821206,3.0,0.01953125,0.67,8,1,1,0.8,10,0.021070591919124127,2.0,0.005859375,0.88,9,1,0,0.9
distillation,mnist,clean,0.0,kl_capped,kl,10,-0.09159999999999997,0.0,0.001953125,-0.8,0,10,0,1.0,10,1.8492025852203369,0.0,0.001953125,0.84,10,0,0,1.0,10,0.09218606076240542,0.0,0.001953125,0.82,10,0,0,1.0,10,0.18695023655891418,0.0,0.001953125,0.82,10,0,0,1.0,10,-0.09311099052429199,0.0,0.001953125,-0.8,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.3010309884638309,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.15665071836813366,0.0,0.001953125,0.9,10,0,0,1.0,10,0.11567454915493727,0.0,0.001953125,1.0,10,0,0,1.0
distillation,mnist,clean,0.0,kl_smoothed,kl,10,-0.0028000000000000026,14.0,0.34375,-0.14,2,7,1,0.7,10,0.059355950355529784,14.0,0.193359375,0.14,7,3,0,0.7,10,0.00199683536291122,20.0,0.4921875,0.08,7,3,0,0.7,10,0.006855332851409912,16.0,0.275390625,0.14,7,3,0,0.7,10,-0.0032917022705078124,16.0,0.275390625,-0.16,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.03161335537769868,3.0,0.0390625,-0.3,1,7,2,0.7,10,0.030450203594433244,9.0,0.064453125,0.38,8,2,0,0.8,10,0.008384661376476287,4.0,0.013671875,0.42,8,2,0,0.8
distillation,mnist,high_temperature,0.1,fisher_rao,kl,10,-0.007800000000000018,1.0,0.0078125,-0.3,1,8,1,0.8,10,0.16528401374816895,2.0,0.005859375,0.34,9,1,0,0.9,10,0.006922856467962246,7.0,0.037109375,0.22,7,3,0,0.7,10,0.014779016375541687,5.0,0.01953125,0.26,8,2,0,0.8,10,-0.0077573895454406735,2.0,0.005859375,-0.3,1,9,0,0.9,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.05520822113563471,5.0,0.01953125,-0.48,2,8,0,0.8,10,0.027494422601594674,8.0,0.09765625,0.37,7,2,1,0.7,10,0.014277360588312148,4.0,0.013671875,0.64,9,1,0,0.9
distillation,mnist,high_temperature,0.1,hellinger,kl,10,-0.005400000000000016,7.0,0.0703125,-0.2,1,8,1,0.8,10,0.13354644775390626,5.0,0.01953125,0.28,8,2,0,0.8,10,0.0060760099112987355,12.0,0.130859375,0.24,8,2,0,0.8,10,0.010393092036247253,14.0,0.193359375,0.14,6,4,0,0.6,10,-0.004968678951263428,14.0,0.193359375,-0.14,4,6,0,0.6,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.053521181571735674,1.0,0.015625,-0.44,1,7,2,0.7,10,0.036739997637134106,8.0,0.048828125,0.47,8,2,0,0.8,10,0.013483332842588425,1.0,0.00390625,0.56,9,1,0,0.9
distillation,mnist,high_temperature,0.1,jensen_shannon,kl,10,-0.014800000000000002,2.0,0.005859375,-0.44,1,9,0,0.9,10,0.27387707233428954,2.0,0.005859375,0.54,9,1,0,0.9,10,0.015122713714838022,4.0,0.013671875,0.48,9,1,0,0.9,10,0.029599153995513917,3.0,0.009765625,0.4,9,1,0,0.9,10,-0.014901858568191529,2.0,0.005859375,-0.42,1,9,0,0.9,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.0586469413931268,8.0,0.048828125,-0.52,2,8,0,0.8,10,0.035555132175102755,7.0,0.1484375,0.44,6,2,2,0.6,10,0.020539264380931854,2.0,0.005859375,0.84,9,1,0,0.9
distillation,mnist,high_temperature,0.1,kl_capped,kl,10,-0.092,0.0,0.001953125,-0.8,0,10,0,1.0,10,1.8658663034439087,0.0,0.001953125,0.9,10,0,0,1.0,10,0.09256885012984277,0.0,0.001953125,0.82,10,0,0,1.0,10,0.18535976707935334,0.0,0.001953125,0.8,10,0,0,1.0,10,-0.09211253523826599,0.0,0.001953125,-0.78,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.28211688101067844,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.13515863455752536,0.0,0.00390625,0.93,9,0,1,0.9,10,0.11001430712640285,0.0,0.001953125,1.0,10,0,0,1.0
distillation,mnist,high_temperature,0.1,kl_smoothed,kl,10,-0.003999999999999992,14.0,0.193359375,-0.17,2,8,0,0.8,10,0.06357600688934326,15.0,0.232421875,0.12,6,4,0,0.6,10,0.004664277082681631,13.0,0.16015625,0.22,8,2,0,0.8,10,0.008758366107940674,14.0,0.193359375,0.2,8,2,0,0.8,10,-0.004098296165466309,16.0,0.275390625,-0.14,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.018834541615746013,10.0,0.3125,-0.18,2,6,2,0.6,10,0.015516939563664211,13.0,0.30078125,0.19,7,2,1,0.7,10,0.007169063575565815,5.0,0.01953125,0.34,9,1,0,0.9
distillation,mnist,high_temperature,0.3,fisher_rao,kl,10,-0.009599999999999987,6.5,0.05859375,-0.28,2,7,1,0.7,10,0.15578927993774414,4.0,0.013671875,0.28,8,2,0,0.8,10,0.009956702101230614,6.0,0.02734375,0.32,9,1,0,0.9,10,0.018310984969139098,9.0,0.064453125,0.28,7,3,0,0.7,10,-0.008533680438995361,9.0,0.064453125,-0.24,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.07879594761479754,0.0,0.001953125,-0.74,0,10,0,1.0,10,0.04267949932772895,6.0,0.0546875,0.51,7,2,1,0.7,10,0.020301371067762374,1.0,0.00390625,0.84,9,1,0,0.9
distillation,mnist,high_temperature,0.3,hellinger,kl,10,-0.0064000000000000055,7.0,0.03125,-0.29,1,9,0,0.9,10,0.1464683771133423,4.0,0.013671875,0.28,8,2,0,0.8,10,0.007233595502376578,5.0,0.01953125,0.3,8,2,0,0.8,10,0.012823519110679627,6.0,0.02734375,0.26,8,2,0,0.8,10,-0.005830836296081543,8.0,0.048828125,-0.26,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.07154981801435714,1.0,0.00390625,-0.62,1,9,0,0.9,10,0.04551888600297105,6.0,0.02734375,0.66,9,1,0,0.9,10,0.0181506272405386,1.0,0.00390625,0.78,9,1,0,0.9
distillation,mnist,high_temperature,0.3,jensen_shannon,kl,10,-0.010599999999999998,8.0,0.04296875,-0.41,2,8,0,0.8,10,0.2365476369857788,3.0,0.009765625,0.54,9,1,0,0.9,10,0.01176934213638306,7.0,0.037109375,0.44,8,2,0,0.8,10,0.02216923236846924,8.0,0.048828125,0.44,8,2,0,0.8,10,-0.010176748037338257,8.0,0.048828125,-0.4,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.08592713658800641,3.0,0.009765625,-0.72,2,8,0,0.8,10,0.05118784122306441,9.0,0.064453125,0.62,8,2,0,0.8,10,0.02317235842347145,0.0,0.001953125,0.96,10,0,0,1.0
distillation,mnist,high_temperature,0.3,kl_capped,kl,10,-0.2912,0.0,0.001953125,-1.0,0,10,0,1.0,10,5.539507031440735,0.0,0.001953125,1.0,10,0,0,1.0,10,0.2856631122171879,0.0,0.001953125,1.0,10,0,0,1.0,10,0.5756516873836517,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.2907838821411133,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.3992361891222467,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.11059144775410087,0.0,0.001953125,0.92,10,0,0,1.0,10,0.25931185223162173,0.0,0.001953125,1.0,10,0,0,1.0
distillation,mnist,high_temperature,0.3,kl_smoothed,kl,10,-0.00259999999999998,12.0,0.24609375,-0.04,2,7,1,0.7,10,0.06070690155029297,13.0,0.16015625,0.14,8,2,0,0.8,10,0.0036205240607261715,14.0,0.193359375,0.08,7,3,0,0.7,10,0.00618879497051239,14.0,0.193359375,0.08,8,2,0,0.8,10,-0.002899867296218872,15.0,0.232421875,-0.08,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.030005410505657814,6.0,0.109375,-0.28,1,7,2,0.7,10,0.023611531939225903,10.0,0.3125,0.36,5,3,2,0.5,10,0.008350616507232188,7.0,0.037109375,0.44,9,1,0,0.9
distillation,mnist,low_temperature,0.1,fisher_rao,kl,10,-0.007399999999999985,3.0,0.0390625,-0.2,2,6,2,0.6,10,0.17018656730651854,4.0,0.013671875,0.34,9,1,0,0.9,10,0.00711776857376098,8.0,0.048828125,0.18,7,3,0,0.7,10,0.015012216567993165,7.0,0.037109375,0.24,8,2,0,0.8,10,-0.007765376567840576,7.0,0.037109375,-0.22,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.04412034397013871,9.0,0.064453125,-0.36,3,7,0,0.7,10,0.029934785179430545,15.0,0.232421875,0.34,7,3,0,0.7,10,0.012659120373427868,5.0,0.01953125,0.54,8,2,0,0.8
distillation,mnist,low_temperature,0.1,hellinger,kl,10,-0.0064000000000000055,7.0,0.03515625,-0.22,2,8,0,0.8,10,0.1892526388168335,3.0,0.009765625,0.4,9,1,0,0.9,10,0.006767022824287405,9.0,0.064453125,0.24,8,2,0,0.8,10,0.015098237991333007,7.0,0.037109375,0.26,8,2,0,0.8,10,-0.007294696569442749,7.0,0.037109375,-0.3,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.06074772399780472,3.0,0.009765625,-0.48,2,8,0,0.8,10,0.0424547681721415,7.0,0.037109375,0.46,7,3,0,0.7,10,0.015540443174540997,1.0,0.00390625,0.66,9,1,0,0.9
distillation,mnist,low_temperature,0.1,jensen_shannon,kl,10,-0.01080000000000001,5.5,0.021484375,-0.37,2,8,0,0.8,10,0.2156893253326416,7.0,0.037109375,0.46,8,2,0,0.8,10,0.01102901296615599,6.0,0.02734375,0.38,8,2,0,0.8,10,0.022573769092559814,5.0,0.01953125,0.38,8,2,0,0.8,10,-0.011309576034545899,6.0,0.02734375,-0.38,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.05746073439698377,7.0,0.037109375,-0.58,2,8,0,0.8,10,0.048125685520940056,9.0,0.064453125,0.52,7,3,0,0.7,10,0.019726147316396235,2.0,0.005859375,0.78,9,1,0,0.9
distillation,mnist,low_temperature,0.1,kl_capped,kl,10,-0.07919999999999998,0.0,0.001953125,-0.88,0,10,0,1.0,10,1.6193320751190186,0.0,0.001953125,0.92,10,0,0,1.0,10,0.07847785243988037,0.0,0.001953125,0.88,10,0,0,1.0,10,0.15884877145290374,0.0,0.001953125,0.88,10,0,0,1.0,10,-0.07933107018470764,0.0,0.001953125,-0.88,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.2727251935116576,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.1289212228187428,0.0,0.001953125,0.96,10,0,0,1.0,10,0.09896154161542654,0.0,0.001953125,1.0,10,0,0,1.0
distillation,mnist,low_temperature,0.1,kl_smoothed,kl,10,-0.003999999999999992,14.5,0.201171875,-0.15,3,7,0,0.7,10,0.05669670104980469,15.0,0.232421875,0.12,7,3,0,0.7,10,0.003505382227897641,17.0,0.322265625,0.12,8,2,0,0.8,10,0.008572986721992493,16.0,0.275390625,0.24,8,2,0,0.8,10,-0.004455035924911499,13.0,0.16015625,-0.2,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.03054691403549753,6.0,0.02734375,-0.3,2,8,0,0.8,10,0.026763983822619887,12.0,0.130859375,0.36,8,2,0,0.8,10,0.008964735455811024,2.0,0.005859375,0.5,9,1,0,0.9
distillation,mnist,low_temperature,0.3,fisher_rao,kl,10,-0.007999999999999985,0.0,0.0078125,-0.3,0,8,2,0.8,10,0.16662378311157228,3.0,0.009765625,0.3,9,1,0,0.9,10,0.007363466620445269,6.0,0.02734375,0.24,8,2,0,0.8,10,0.01688925325870514,3.0,0.009765625,0.28,9,1,0,0.9,10,-0.00839616060256958,3.0,0.009765625,-0.3,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.023459488548763764,15.0,0.42578125,-0.29,3,6,1,0.6,10,0.014062092847225562,19.0,0.431640625,0.18,6,4,0,0.6,10,0.010544839687645436,7.0,0.037109375,0.42,7,3,0,0.7
distillation,mnist,low_temperature,0.3,hellinger,kl,10,-0.006399999999999994,5.5,0.021484375,-0.22,2,8,0,0.8,10,0.18065142631530762,3.0,0.009765625,0.38,9,1,0,0.9,10,0.0075990527987480185,4.0,0.013671875,0.26,8,2,0,0.8,10,0.016286373138427734,3.0,0.009765625,0.26,9,1,0,0.9,10,-0.0074432373046875,4.0,0.013671875,-0.24,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.07149221146052556,2.0,0.005859375,-0.66,1,9,0,0.9,10,0.04400803850625055,4.0,0.02734375,0.55,8,1,1,0.8,10,0.016976411826908587,1.0,0.00390625,0.68,9,1,0,0.9
distillation,mnist,low_temperature,0.3,jensen_shannon,kl,10,-0.0128,5.0,0.01953125,-0.41,2,8,0,0.8,10,0.22975974082946776,6.0,0.02734375,0.42,8,2,0,0.8,10,0.012591667652130148,5.0,0.01953125,0.42,8,2,0,0.8,10,0.026227682828903198,3.0,0.009765625,0.4,8,2,0,0.8,10,-0.013334035873413086,3.0,0.009765625,-0.4,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.07883467444169281,5.0,0.01953125,-0.78,2,8,0,0.8,10,0.045282639756220384,11.0,0.10546875,0.46,7,3,0,0.7,10,0.022836660407483576,1.0,0.00390625,0.88,9,1,0,0.9
distillation,mnist,low_temperature,0.3,kl_capped,kl,10,-0.09019999999999997,0.0,0.001953125,-1.0,0,10,0,1.0,10,1.8284078121185303,0.0,0.001953125,1.0,10,0,0,1.0,10,0.09002365922331809,0.0,0.001953125,1.0,10,0,0,1.0,10,0.18104203939437866,0.0,0.001953125,1.0,10,0,0,1.0,10,-0.08984369039535522,0.0,0.001953125,-0.98,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.2406538358728565,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.10508088429889803,0.0,0.001953125,0.96,10,0,0,1.0,10,0.1018737131729722,0.0,0.001953125,1.0,10,0,0,1.0
distillation,mnist,low_temperature,0.3,kl_smoothed,kl,10,-0.004999999999999993,17.0,0.30859375,-0.15,3,7,0,0.7,10,0.07631385326385498,12.0,0.130859375,0.12,7,3,0,0.7,10,0.004475958657264714,18.0,0.375,0.18,8,2,0,0.8,10,0.010306888818740844,16.0,0.275390625,0.18,8,2,0,0.8,10,-0.00545814037322998,16.0,0.275390625,-0.2,2,8,0,0.8,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.020651950635232674,14.0,0.193359375,-0.22,2,8,0,0.8,10,0.01718761381259531,17.0,0.322265625,0.19,8,2,0,0.8,10,0.007577658072113991,5.0,0.01953125,0.42,9,1,0,0.9
distillation,mnist,random_wrong,0.1,fisher_rao,kl,10,-0.002599999999999991,18.0,0.6328125,-0.06,5,4,1,0.5,10,0.07953317165374756,16.0,0.275390625,0.12,6,4,0,0.6,10,0.002818935620784757,24.0,0.76953125,0.06,4,6,0,0.6,10,0.0064184218645095825,21.0,0.556640625,0.1,5,5,0,0.5,10,-0.002981668710708618,21.0,0.556640625,-0.08,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.04954975050493947,6.0,0.02734375,-0.48,2,8,0,0.8,10,0.03309723685105677,6.0,0.0546875,0.41,8,1,1,0.8,10,0.010904017835855484,5.0,0.01953125,0.48,8,2,0,0.8
distillation,mnist,random_wrong,0.1,hellinger,kl,10,-0.0031999999999999806,14.0,0.640625,-0.1,3,5,2,0.5,10,0.09761457443237305,11.0,0.10546875,0.18,7,3,0,0.7,10,0.003623257547616959,21.0,0.556640625,0.12,6,4,0,0.6,10,0.007268306612968445,18.0,0.375,0.12,7,3,0,0.7,10,-0.00354427695274353,19.0,0.431640625,-0.14,3,7,0,0.7,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.0371202542249087,10.0,0.080078125,-0.48,2,8,0,0.8,10,0.03743225652802602,8.0,0.048828125,0.48,7,3,0,0.7,10,0.009697989746928214,11.0,0.10546875,0.38,7,3,0,0.7
distillation,mnist,random_wrong,0.1,jensen_shannon,kl,10,-0.006799999999999984,10.0,0.080078125,-0.22,3,7,0,0.7,10,0.1519864559173584,5.0,0.01953125,0.28,9,1,0,0.9,10,0.007175627219676964,8.0,0.048828125,0.3,8,2,0,0.8,10,0.015135392546653748,8.0,0.048828125,0.3,8,2,0,0.8,10,-0.007316040992736817,10.0,0.083984375,-0.28,3,7,0,0.7,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.05679385589541428,7.0,0.03515625,-0.52,2,8,0,0.8,10,0.03502665173126094,8.0,0.1953125,0.42,6,2,2,0.6,10,0.014535168185830116,4.0,0.013671875,0.64,8,2,0,0.8
distillation,mnist,random_wrong,0.1,kl_capped,kl,10,-0.07859999999999998,0.0,0.001953125,-0.82,0,10,0,1.0,10,1.5945506334304809,0.0,0.001953125,0.88,10,0,0,1.0,10,0.07926614071130751,0.0,0.001953125,0.82,10,0,0,1.0,10,0.15961302816867828,0.0,0.001953125,0.82,10,0,0,1.0,10,-0.07921433448791504,0.0,0.001953125,-0.82,0,10,0,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.21921764357255707,0.0,0.001953125,-1.0,0,10,0,1.0,10,0.1094727363062848,1.0,0.00390625,0.8,9,1,0,0.9,10,0.0913421593606472,0.0,0.001953125,1.0,10,0,0,1.0
distillation,mnist,random_wrong,0.1,kl_smoothed,kl,10,0.00040000000000001146,15.5,0.7734375,0.06,4,4,2,0.4,10,-0.011990499496459962,25.0,0.845703125,0.0,5,5,0,0.5,10,-0.00126035374403001,21.0,0.556640625,-0.1,5,5,0,0.5,10,-0.0006596386432647705,24.0,0.76953125,-0.08,4,6,0,0.6,10,0.0002896606922149658,24.0,0.76953125,0.1,6,4,0,0.6,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,-0.02389596769822965,10.0,0.1640625,-0.18,2,7,1,0.7,10,0.017914605521159994,15.0,0.232421875,0.26,6,4,0,0.6,10,0.004389795660972595,14.0,0.193359375,0.2,6,4,0,0.6
distillation,mnist,random_wrong,0.3,fisher_rao,kl,10,0.005399999999999983,21.0,0.548828125,0.21,5,5,0,0.5,10,0.04564692974090576,25.0,0.845703125,0.08,6,4,0,0.6,10,-0.005839364778995532,20.0,0.4921875,-0.26,4,6,0,0.6,10,-0.010071909427642823,21.0,0.556640625,-0.16,5,5,0,0.5,10,0.005570870637893677,21.0,0.556640625,0.18,5,5,0,0.5,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.0,0.0,1.0,0.0,0,0,10,1.0,10,0.009324704490902414,19.0,0.734375,0.18,6,3,1,0.6,10,-0.0024118841873019825,17.0,0.9453125,-0.02,3,5,2,0.5,10,-0.004534466564655304,21.0,0.556640625,-0.28,4,6,0,0.6
