condition,seed,step,fr_rd_to_final,final_test_acc
clean,2,70,0.33733758330345154,0.9740740656852722
clean,2,80,0.2712172269821167,0.9740740656852722
clean,2,90,0.22340498864650726,0.9740740656852722
clean,2,100,0.18804769217967987,0.9740740656852722
clean,2,110,0.16007213294506073,0.9740740656852722
clean,2,120,0.13716277480125427,0.9740740656852722
clean,2,130,0.1176837831735611,0.9740740656852722
clean,2,140,0.10104132443666458,0.9740740656852722
clean,2,150,0.08662188053131104,0.9740740656852722
clean,2,160,0.07425883412361145,0.9740740656852722
clean,2,170,0.06358787417411804,0.9740740656852722
clean,2,180,0.05441062152385712,0.9740740656852722
clean,2,190,0.046442147344350815,0.9740740656852722
clean,2,200,0.03949283808469772,0.9740740656852722
clean,2,210,0.03336365520954132,0.9740740656852722
clean,2,220,0.027929550036787987,0.9740740656852722
clean,2,230,0.023091701790690422,0.9740740656852722
clean,2,240,0.018763983622193336,0.9740740656852722
clean,2,250,0.014868348836898804,0.9740740656852722
clean,2,260,0.011339496821165085,0.9740740656852722
clean,2,270,0.008128560148179531,0.9740740656852722
clean,2,280,0.005189553834497929,0.9740740656852722
clean,2,290,0.0024687766563147306,0.9740740656852722
clean,2,300,8.77076163305901e-05,0.9740740656852722
clean,3,10,2.314054489135742,0.9777777791023254
clean,3,20,1.974075436592102,0.9777777791023254
clean,3,30,1.426247000694275,0.9777777791023254
clean,3,40,0.9312410354614258,0.9777777791023254
clean,3,50,0.6083917021751404,0.9777777791023254
clean,3,60,0.4288802146911621,0.9777777791023254
clean,3,70,0.33002904057502747,0.9777777791023254
clean,3,80,0.26642149686813354,0.9777777791023254
clean,3,90,0.22095564007759094,0.9777777791023254
clean,3,100,0.1852511614561081,0.9777777791023254
clean,3,110,0.15670351684093475,0.9777777791023254
clean,3,120,0.13345696032047272,0.9777777791023254
clean,3,130,0.11398570239543915,0.9777777791023254
clean,3,140,0.09766964614391327,0.9777777791023254
clean,3,150,0.08377902209758759,0.9777777791023254
clean,3,160,0.07187331467866898,0.9777777791023254
clean,3,170,0.0616375096142292,0.9777777791023254
clean,3,180,0.0527881495654583,0.9777777791023254
clean,3,190,0.045089419931173325,0.9777777791023254
clean,3,200,0.03836291283369064,0.9777777791023254
clean,3,210,0.0324249193072319,0.9777777791023254
clean,3,220,0.027150845155119896,0.9777777791023254
clean,3,230,0.022455032914876938,0.9777777791023254
clean,3,240,0.01824423111975193,0.9777777791023254
clean,3,250,0.014452182687819004,0.9777777791023254
clean,3,260,0.011022129096090794,0.9777777791023254
clean,3,270,0.007888519205152988,0.9777777791023254
clean,3,280,0.005035023204982281,0.9777777791023254
clean,3,290,0.0024041745346039534,0.9777777791023254
clean,3,300,7.745845505269244e-05,0.9777777791023254
clean,4,10,2.29179048538208,0.979629635810852
clean,4,20,1.9224190711975098,0.979629635810852
clean,4,30,1.3492549657821655,0.979629635810852
clean,4,40,0.8913507461547852,0.979629635810852
clean,4,50,0.6073687672615051,0.979629635810852
clean,4,60,0.4449748396873474,0.979629635810852
clean,4,70,0.34698519110679626,0.979629635810852
clean,4,80,0.2806561291217804,0.979629635810852
clean,4,90,0.2310084104537964,0.979629635810852
clean,4,100,0.19250236451625824,0.979629635810852
clean,4,110,0.16228753328323364,0.979629635810852
clean,4,120,0.1381288319826126,0.979629635810852
clean,4,130,0.11816909164190292,0.979629635810852
clean,4,140,0.10134617239236832,0.979629635810852
clean,4,150,0.08700664341449738,0.979629635810852
clean,4,160,0.07457538694143295,0.979629635810852
clean,4,170,0.06384877860546112,0.979629635810852
clean,4,180,0.05457829684019089,0.979629635810852
clean,4,190,0.04652572423219681,0.979629635810852
clean,4,200,0.039503276348114014,0.979629635810852
clean,4,210,0.03332309052348137,0.979629635810852
clean,4,220,0.027875520288944244,0.979629635810852
clean,4,230,0.02301962487399578,0.979629635810852
clean,4,240,0.01867387630045414,0.979629635810852
clean,4,250,0.014770794659852982,0.979629635810852
clean,4,260,0.011238465085625648,0.979629635810852
clean,4,270,0.008031819015741348,0.979629635810852
clean,4,280,0.005108937621116638,0.979629635810852
clean,4,290,0.002438925439491868,0.979629635810852
clean,4,300,7.581040699733421e-05,0.979629635810852
clean,5,10,2.3231472969055176,0.9740740656852722
clean,5,20,1.9981247186660767,0.9740740656852722
clean,5,30,1.4368518590927124,0.9740740656852722
clean,5,40,0.9321761131286621,0.9740740656852722
clean,5,50,0.6042261719703674,0.9740740656852722
clean,5,60,0.4288538992404938,0.9740740656852722
clean,5,70,0.33284640312194824,0.9740740656852722
clean,5,80,0.269351601600647,0.9740740656852722
clean,5,90,0.22286050021648407,0.9740740656852722
clean,5,100,0.1875561624765396,0.9740740656852722
clean,5,110,0.15933504700660706,0.9740740656852722
clean,5,120,0.13610932230949402,0.9740740656852722
clean,5,130,0.11664743721485138,0.9740740656852722
clean,5,140,0.10011342167854309,0.9740740656852722
clean,5,150,0.08589150756597519,0.9740740656852722
clean,5,160,0.07362785190343857,0.9740740656852722
clean,5,170,0.06309991329908371,0.9740740656852722
clean,5,180,0.05401618778705597,0.9740740656852722
clean,5,190,0.04611719027161598,0.9740740656852722
clean,5,200,0.039208389818668365,0.9740740656852722
clean,5,210,0.03312970697879791,0.9740740656852722
clean,5,220,0.02775559388101101,0.9740740656852722
clean,5,230,0.022955987602472305,0.9740740656852722
clean,5,240,0.018648773431777954,0.9740740656852722
clean,5,250,0.014773985370993614,0.9740740656852722
clean,5,260,0.011261492036283016,0.9740740656852722
clean,5,270,0.008062153123319149,0.9740740656852722
clean,5,280,0.0051310122944414616,0.9740740656852722
clean,5,290,0.002450319239869714,0.9740740656852722
clean,5,300,8.020522363949567e-05,0.9740740656852722
clean,6,10,2.3103134632110596,0.979629635810852
clean,6,20,1.9595954418182373,0.979629635810852
clean,6,30,1.3982787132263184,0.979629635810852
clean,6,40,0.9221802353858948,0.979629635810852
clean,6,50,0.604616105556488,0.979629635810852
clean,6,60,0.43177804350852966,0.979629635810852
clean,6,70,0.33309733867645264,0.979629635810852
clean,6,80,0.2703673541545868,0.979629635810852
clean,6,90,0.22337116301059723,0.979629635810852
clean,6,100,0.1873357892036438,0.979629635810852
clean,6,110,0.15862993896007538,0.979629635810852
clean,6,120,0.13559673726558685,0.979629635810852
clean,6,130,0.11622704565525055,0.979629635810852
clean,6,140,0.09982144087553024,0.979629635810852
clean,6,150,0.08577749878168106,0.979629635810852
clean,6,160,0.07373056560754776,0.979629635810852
clean,6,170,0.06330836564302444,0.979629635810852
clean,6,180,0.05426505580544472,0.979629635810852
clean,6,190,0.04637777432799339,0.979629635810852
clean,6,200,0.03946389630436897,0.979629635810852
clean,6,210,0.033367786556482315,0.979629635810852
clean,6,220,0.02795415371656418,0.979629635810852
clean,6,230,0.02313990890979767,0.979629635810852
clean,6,240,0.018820984289050102,0.979629635810852
clean,6,250,0.014923365786671638,0.979629635810852
clean,6,260,0.011380162090063095,0.979629635810852
clean,6,270,0.00815272331237793,0.979629635810852
clean,6,280,0.005202558357268572,0.979629635810852
clean,6,290,0.0024747352581471205,0.979629635810852
clean,6,300,7.196494698291644e-05,0.979629635810852
clean,7,10,2.297795295715332,0.9759259223937988
clean,7,20,1.9419256448745728,0.9759259223937988
clean,7,30,1.4047950506210327,0.9759259223937988
clean,7,40,0.9352556467056274,0.9759259223937988
clean,7,50,0.6174275875091553,0.9759259223937988
clean,7,60,0.4447441101074219,0.9759259223937988
clean,7,70,0.3419453799724579,0.9759259223937988
clean,7,80,0.2766141891479492,0.9759259223937988
clean,7,90,0.22836092114448547,0.9759259223937988
clean,7,100,0.19099915027618408,0.9759259223937988
clean,7,110,0.16114282608032227,0.9759259223937988
clean,7,120,0.13706259429454803,0.9759259223937988
clean,7,130,0.11712054163217545,0.9759259223937988
clean,7,140,0.10024327039718628,0.9759259223937988
clean,7,150,0.08578675985336304,0.9759259223937988
clean,7,160,0.07347945123910904,0.9759259223937988
clean,7,170,0.06293532997369766,0.9759259223937988
clean,7,180,0.053825493901968,0.9759259223937988
clean,7,190,0.04592482000589371,0.9759259223937988
clean,7,200,0.03903276100754738,0.9759259223937988
clean,7,210,0.03295247629284859,0.9759259223937988
clean,7,220,0.02757875621318817,0.9759259223937988
clean,7,230,0.022805124521255493,0.9759259223937988
clean,7,240,0.018523044884204865,0.9759259223937988
clean,7,250,0.01466610562056303,0.9759259223937988
clean,7,260,0.01117626205086708,0.9759259223937988
clean,7,270,0.0079971794039011,0.9759259223937988
clean,7,280,0.005090279970318079,0.9759259223937988
clean,7,290,0.002432543318718672,0.9759259223937988
clean,7,300,7.910651038400829e-05,0.9759259223937988
clean,8,10,2.3189353942871094,0.9722222089767456
clean,8,20,1.9752581119537354,0.9722222089767456
clean,8,30,1.436772108078003,0.9722222089767456
clean,8,40,0.9423132538795471,0.9722222089767456
clean,8,50,0.6042827367782593,0.9722222089767456
clean,8,60,0.4251289367675781,0.9722222089767456
clean,8,70,0.327295184135437,0.9722222089767456
clean,8,80,0.2647848427295685,0.9722222089767456
clean,8,90,0.2196417599916458,0.9722222089767456
clean,8,100,0.18468207120895386,0.9722222089767456
clean,8,110,0.15698732435703278,0.9722222089767456
clean,8,120,0.1341557800769806,0.9722222089767456
clean,8,130,0.11503606289625168,0.9722222089767456
clean,8,140,0.09862633794546127,0.9722222089767456
clean,8,150,0.08458082377910614,0.9722222089767456
clean,8,160,0.07250860333442688,0.9722222089767456
clean,8,170,0.062124211341142654,0.9722222089767456
clean,8,180,0.053151000291109085,0.9722222089767456
clean,8,190,0.0453559011220932,0.9722222089767456
clean,8,200,0.03853365033864975,0.9722222089767456
clean,8,210,0.03251092508435249,0.9722222089767456
clean,8,220,0.0272016990929842,0.9722222089767456
clean,8,230,0.022476837038993835,0.9722222089767456
clean,8,240,0.018249955028295517,0.9722222089767456
clean,8,250,0.01445018220692873,0.9722222089767456
clean,8,260,0.011008401401340961,0.9722222089767456
clean,8,270,0.007874839939177036,0.9722222089767456
clean,8,280,0.005021857563406229,0.9722222089767456
clean,8,290,0.0023825527168810368,0.9722222089767456
clean,8,300,6.889639917062595e-05,0.9722222089767456
clean,9,10,2.303537368774414,0.9777777791023254
clean,9,20,1.9575071334838867,0.9777777791023254
clean,9,30,1.37676203250885,0.9777777791023254
clean,9,40,0.8596830368041992,0.9777777791023254
clean,9,50,0.5533772706985474,0.9777777791023254
clean,9,60,0.39696982502937317,0.9777777791023254
clean,9,70,0.31221434473991394,0.9777777791023254
clean,9,80,0.2549270987510681,0.9777777791023254
clean,9,90,0.21294410526752472,0.9777777791023254
clean,9,100,0.1801336109638214,0.9777777791023254
clean,9,110,0.15389852225780487,0.9777777791023254
clean,9,120,0.13203167915344238,0.9777777791023254
clean,9,130,0.1133217066526413,0.9777777791023254
clean,9,140,0.09733365476131439,0.9777777791023254
clean,9,150,0.08357013761997223,0.9777777791023254
clean,9,160,0.07173355668783188,0.9777777791023254
clean,9,170,0.061560891568660736,0.9777777791023254
clean,9,180,0.05277970805764198,0.9777777791023254
clean,9,190,0.04513818770647049,0.9777777791023254
clean,9,200,0.03844771906733513,0.9777777791023254
clean,9,210,0.032547611743211746,0.9777777791023254
clean,9,220,0.027311524376273155,0.9777777791023254
clean,9,230,0.0226285383105278,0.9777777791023254
clean,9,240,0.018412882462143898,0.9777777791023254
clean,9,250,0.014603092335164547,0.9777777791023254
clean,9,260,0.01114644855260849,0.9777777791023254
clean,9,270,0.00799289345741272,0.9777777791023254
clean,9,280,0.005103352013975382,0.9777777791023254
clean,9,290,0.002436613431200385,0.9777777791023254
clean,9,300,6.944574852241203e-05,0.9777777791023254
noisy_30,0,10,2.2416017055511475,0.7462962865829468
noisy_30,0,20,2.0212740898132324,0.7462962865829468
noisy_30,0,30,1.7117640972137451,0.7462962865829468
noisy_30,0,40,1.5450133085250854,0.7462962865829468
noisy_30,0,50,1.5209689140319824,0.7462962865829468
noisy_30,0,60,1.4743446111679077,0.7462962865829468
noisy_30,0,70,1.413643717765808,0.7462962865829468
noisy_30,0,80,1.375814437866211,0.7462962865829468
noisy_30,0,90,1.3306300640106201,0.7462962865829468
noisy_30,0,100,1.2815992832183838,0.7462962865829468
noisy_30,0,110,1.2278144359588623,0.7462962865829468
noisy_30,0,120,1.1682066917419434,0.7462962865829468
noisy_30,0,130,1.1020498275756836,0.7462962865829468
noisy_30,0,140,1.0297338962554932,0.7462962865829468
noisy_30,0,150,0.9511229395866394,0.7462962865829468
noisy_30,0,160,0.866278886795044,0.7462962865829468
noisy_30,0,170,0.7752528786659241,0.7462962865829468
noisy_30,0,180,0.6799758076667786,0.7462962865829468
noisy_30,0,190,0.5836557745933533,0.7462962865829468
noisy_30,0,200,0.489324688911438,0.7462962865829468
noisy_30,0,210,0.40189313888549805,0.7462962865829468
noisy_30,0,220,0.3222973942756653,0.7462962865829468
noisy_30,0,230,0.25361117720603943,0.7462962865829468
noisy_30,0,240,0.1954246163368225,0.7462962865829468
noisy_30,0,250,0.1468244194984436,0.7462962865829468
noisy_30,0,260,0.10638119280338287,0.7462962865829468
noisy_30,0,270,0.07265084236860275,0.7462962865829468
noisy_30,0,280,0.0444275364279747,0.7462962865829468
noisy_30,0,290,0.020436527207493782,0.7462962865829468
noisy_30,0,300,8.471940964227542e-05,0.7462962865829468
noisy_30,1,10,2.2405903339385986,0.7388888597488403
noisy_30,1,20,2.038400888442993,0.7388888597488403
noisy_30,1,30,1.7253497838974,0.7388888597488403
noisy_30,1,40,1.519960641860962,0.7388888597488403
noisy_30,1,50,1.4977205991744995,0.7388888597488403
noisy_30,1,60,1.4770772457122803,0.7388888597488403
noisy_30,1,70,1.411954641342163,0.7388888597488403
noisy_30,1,80,1.3747543096542358,0.7388888597488403
noisy_30,1,90,1.3322083950042725,0.7388888597488403
noisy_30,1,100,1.281936764717102,0.7388888597488403
noisy_30,1,110,1.2295546531677246,0.7388888597488403
noisy_30,1,120,1.1694644689559937,0.7388888597488403
noisy_30,1,130,1.100502848625183,0.7388888597488403
noisy_30,1,140,1.0234495401382446,0.7388888597488403
noisy_30,1,150,0.9396589994430542,0.7388888597488403
noisy_30,1,160,0.8498127460479736,0.7388888597488403
noisy_30,1,170,0.7568879127502441,0.7388888597488403
noisy_30,1,180,0.662696123123169,0.7388888597488403
noisy_30,1,190,0.5699878931045532,0.7388888597488403
noisy_30,1,200,0.48276054859161377,0.7388888597488403
noisy_30,1,210,0.4013521075248718,0.7388888597488403
noisy_30,1,220,0.3282608091831207,0.7388888597488403
noisy_30,1,230,0.262947678565979,0.7388888597488403
noisy_30,1,240,0.20583763718605042,0.7388888597488403
noisy_30,1,250,0.15665486454963684,0.7388888597488403
noisy_30,1,260,0.11480195820331573,0.7388888597488403
noisy_30,1,270,0.0792960599064827,0.7388888597488403
noisy_30,1,280,0.04892300069332123,0.7388888597488403
noisy_30,1,290,0.02267513982951641,0.7388888597488403
noisy_30,1,300,8.884536509867758e-05,0.7388888597488403
noisy_30,2,10,2.244391679763794,0.7277777791023254
noisy_30,2,20,2.0351314544677734,0.7277777791023254
noisy_30,2,30,1.7208389043807983,0.7277777791023254
noisy_30,2,40,1.5296438932418823,0.7277777791023254
noisy_30,2,50,1.5016107559204102,0.7277777791023254
noisy_30,2,60,1.4723349809646606,0.7277777791023254
noisy_30,2,70,1.4029988050460815,0.7277777791023254
noisy_30,2,80,1.3664522171020508,0.7277777791023254
noisy_30,2,90,1.3257943391799927,0.7277777791023254
noisy_30,2,100,1.2762207984924316,0.7277777791023254
noisy_30,2,110,1.2252604961395264,0.7277777791023254
noisy_30,2,120,1.1653385162353516,0.7277777791023254
noisy_30,2,130,1.1030783653259277,0.7277777791023254
noisy_30,2,140,1.0313247442245483,0.7277777791023254
noisy_30,2,150,0.9548815488815308,0.7277777791023254
noisy_30,2,160,0.8711019158363342,0.7277777791023254
noisy_30,2,170,0.7829561233520508,0.7277777791023254
noisy_30,2,180,0.6914286613464355,0.7277777791023254
noisy_30,2,190,0.5981244444847107,0.7277777791023254
noisy_30,2,200,0.5065657496452332,0.7277777791023254
noisy_30,2,210,0.42022889852523804,0.7277777791023254
noisy_30,2,220,0.3429420590400696,0.7277777791023254
noisy_30,2,230,0.27345526218414307,0.7277777791023254
noisy_30,2,240,0.21318712830543518,0.7277777791023254
noisy_30,2,250,0.16105501353740692,0.7277777791023254
noisy_30,2,260,0.11714579164981842,0.7277777791023254
noisy_30,2,270,0.0800105556845665,0.7277777791023254
noisy_30,2,280,0.048735614866018295,0.7277777791023254
noisy_30,2,290,0.022334471344947815,0.7277777791023254
noisy_30,2,300,7.818014273652807e-05,0.7277777791023254
noisy_30,3,10,2.247337579727173,0.7351852059364319
noisy_30,3,20,2.0277516841888428,0.7351852059364319
noisy_30,3,30,1.7221028804779053,0.7351852059364319
noisy_30,3,40,1.5267696380615234,0.7351852059364319
noisy_30,3,50,1.491408109664917,0.7351852059364319
noisy_30,3,60,1.4559059143066406,0.7351852059364319
noisy_30,3,70,1.3882641792297363,0.7351852059364319
noisy_30,3,80,1.3513946533203125,0.7351852059364319
noisy_30,3,90,1.3047927618026733,0.7351852059364319
noisy_30,3,100,1.2556662559509277,0.7351852059364319
noisy_30,3,110,1.2016483545303345,0.7351852059364319
noisy_30,3,120,1.1406065225601196,0.7351852059364319
noisy_30,3,130,1.072067379951477,0.7351852059364319
noisy_30,3,140,0.9962948560714722,0.7351852059364319
noisy_30,3,150,0.9135357737541199,0.7351852059364319
noisy_30,3,160,0.8232903480529785,0.7351852059364319
noisy_30,3,170,0.7305318713188171,0.7351852059364319
noisy_30,3,180,0.6367447972297668,0.7351852059364319
noisy_30,3,190,0.5453163385391235,0.7351852059364319
noisy_30,3,200,0.4582597315311432,0.7351852059364319
noisy_30,3,210,0.3781549036502838,0.7351852059364319
noisy_30,3,220,0.306125283241272,0.7351852059364319
noisy_30,3,230,0.24342606961727142,0.7351852059364319
noisy_30,3,240,0.1894991099834442,0.7351852059364319
noisy_30,3,250,0.14304251968860626,0.7351852059364319
noisy_30,3,260,0.1041528508067131,0.7351852059364319
noisy_30,3,270,0.07127577811479568,0.7351852059364319
noisy_30,3,280,0.043598443269729614,0.7351852059364319
noisy_30,3,290,0.01997937448322773,0.7351852059364319
noisy_30,3,300,7.905130041763186e-05,0.7351852059364319
noisy_30,4,10,2.2222540378570557,0.7185184955596924
noisy_30,4,20,1.9875386953353882,0.7185184955596924
noisy_30,4,30,1.6916917562484741,0.7185184955596924
noisy_30,4,40,1.540237307548523,0.7185184955596924
noisy_30,4,50,1.5181756019592285,0.7185184955596924
noisy_30,4,60,1.4587128162384033,0.7185184955596924
noisy_30,4,70,1.393667459487915,0.7185184955596924
noisy_30,4,80,1.3562785387039185,0.7185184955596924
noisy_30,4,90,1.306627631187439,0.7185184955596924
noisy_30,4,100,1.2567471265792847,0.7185184955596924
noisy_30,4,110,1.2025997638702393,0.7185184955596924
noisy_30,4,120,1.1464519500732422,0.7185184955596924
noisy_30,4,130,1.0846904516220093,0.7185184955596924
noisy_30,4,140,1.0157713890075684,0.7185184955596924
noisy_30,4,150,0.9403486847877502,0.7185184955596924
noisy_30,4,160,0.8582702279090881,0.7185184955596924
noisy_30,4,170,0.7719458341598511,0.7185184955596924
noisy_30,4,180,0.681587815284729,0.7185184955596924
noisy_30,4,190,0.5907565355300903,0.7185184955596924
noisy_30,4,200,0.5014557242393494,0.7185184955596924
noisy_30,4,210,0.41656240820884705,0.7185184955596924
noisy_30,4,220,0.33939123153686523,0.7185184955596924
noisy_30,4,230,0.2703023850917816,0.7185184955596924
noisy_30,4,240,0.20995785295963287,0.7185184955596924
noisy_30,4,250,0.1583537757396698,0.7185184955596924
noisy_30,4,260,0.11514376848936081,0.7185184955596924
noisy_30,4,270,0.07861445099115372,0.7185184955596924
noisy_30,4,280,0.047922052443027496,0.7185184955596924
noisy_30,4,290,0.02204463630914688,0.7185184955596924
noisy_30,4,300,8.380694634979591e-05,0.7185184955596924
noisy_30,5,10,2.24733829498291,0.7222222089767456
noisy_30,5,20,2.035937786102295,0.7222222089767456
noisy_30,5,30,1.7229464054107666,0.7222222089767456
noisy_30,5,40,1.5319236516952515,0.7222222089767456
noisy_30,5,50,1.5025118589401245,0.7222222089767456
noisy_30,5,60,1.4678412675857544,0.7222222089767456
noisy_30,5,70,1.4019396305084229,0.7222222089767456
noisy_30,5,80,1.3694133758544922,0.7222222089767456
noisy_30,5,90,1.3242518901824951,0.7222222089767456
noisy_30,5,100,1.2790603637695312,0.7222222089767456
noisy_30,5,110,1.2250357866287231,0.7222222089767456
noisy_30,5,120,1.1680158376693726,0.7222222089767456
noisy_30,5,130,1.1018438339233398,0.7222222089767456
noisy_30,5,140,1.0274986028671265,0.7222222089767456
noisy_30,5,150,0.9462785720825195,0.7222222089767456
noisy_30,5,160,0.859849214553833,0.7222222089767456
noisy_30,5,170,0.7678993940353394,0.7222222089767456
noisy_30,5,180,0.6731759905815125,0.7222222089767456
noisy_30,5,190,0.5777571201324463,0.7222222089767456
noisy_30,5,200,0.48602139949798584,0.7222222089767456
noisy_30,5,210,0.40113213658332825,0.7222222089767456
noisy_30,5,220,0.3243456184864044,0.7222222089767456
noisy_30,5,230,0.25716373324394226,0.7222222089767456
noisy_30,5,240,0.19901350140571594,0.7222222089767456
noisy_30,5,250,0.14958903193473816,0.7222222089767456
noisy_30,5,260,0.10853348672389984,0.7222222089767456
noisy_30,5,270,0.0741877555847168,0.7222222089767456
noisy_30,5,280,0.04526861757040024,0.7222222089767456
noisy_30,5,290,0.02085878700017929,0.7222222089767456
noisy_30,5,300,7.291418296517804e-05,0.7222222089767456
noisy_30,6,10,2.222219705581665,0.7185184955596924
noisy_30,6,20,1.9887272119522095,0.7185184955596924
noisy_30,6,30,1.6950551271438599,0.7185184955596924
noisy_30,6,40,1.5262243747711182,0.7185184955596924
noisy_30,6,50,1.508675217628479,0.7185184955596924
noisy_30,6,60,1.4855375289916992,0.7185184955596924
noisy_30,6,70,1.4179716110229492,0.7185184955596924
noisy_30,6,80,1.3822779655456543,0.7185184955596924
noisy_30,6,90,1.3375548124313354,0.7185184955596924
noisy_30,6,100,1.2862868309020996,0.7185184955596924
noisy_30,6,110,1.2330336570739746,0.7185184955596924
noisy_30,6,120,1.1740357875823975,0.7185184955596924
noisy_30,6,130,1.1092811822891235,0.7185184955596924
noisy_30,6,140,1.0400497913360596,0.7185184955596924
noisy_30,6,150,0.9629648923873901,0.7185184955596924
noisy_30,6,160,0.8817808032035828,0.7185184955596924
noisy_30,6,170,0.7956397533416748,0.7185184955596924
noisy_30,6,180,0.7075909376144409,0.7185184955596924
noisy_30,6,190,0.6183695197105408,0.7185184955596924
noisy_30,6,200,0.5288279056549072,0.7185184955596924
noisy_30,6,210,0.44256946444511414,0.7185184955596924
noisy_30,6,220,0.3616388440132141,0.7185184955596924
noisy_30,6,230,0.2879089117050171,0.7185184955596924
noisy_30,6,240,0.2231922149658203,0.7185184955596924
noisy_30,6,250,0.16814559698104858,0.7185184955596924
noisy_30,6,260,0.12178809195756912,0.7185184955596924
noisy_30,6,270,0.08302184194326401,0.7185184955596924
noisy_30,6,280,0.05046389624476433,0.7185184955596924
noisy_30,6,290,0.023167626932263374,0.7185184955596924
noisy_30,6,300,8.4639061242342e-05,0.7185184955596924
noisy_30,7,10,2.232762098312378,0.7759259343147278
noisy_30,7,20,2.014453887939453,0.7759259343147278
noisy_30,7,30,1.7291843891143799,0.7759259343147278
noisy_30,7,40,1.5507194995880127,0.7759259343147278
noisy_30,7,50,1.5121455192565918,0.7759259343147278
noisy_30,7,60,1.4582642316818237,0.7759259343147278
noisy_30,7,70,1.3960325717926025,0.7759259343147278
noisy_30,7,80,1.3595589399337769,0.7759259343147278
noisy_30,7,90,1.3122426271438599,0.7759259343147278
noisy_30,7,100,1.262168526649475,0.7759259343147278
noisy_30,7,110,1.2032002210617065,0.7759259343147278
noisy_30,7,120,1.140382170677185,0.7759259343147278
noisy_30,7,130,1.071998119354248,0.7759259343147278
noisy_30,7,140,0.9979828000068665,0.7759259343147278
noisy_30,7,150,0.9180959463119507,0.7759259343147278
noisy_30,7,160,0.8309729099273682,0.7759259343147278
noisy_30,7,170,0.7412201166152954,0.7759259343147278
noisy_30,7,180,0.6497485041618347,0.7759259343147278
noisy_30,7,190,0.558541476726532,0.7759259343147278
noisy_30,7,200,0.46986520290374756,0.7759259343147278
noisy_30,7,210,0.3882409930229187,0.7759259343147278
noisy_30,7,220,0.3144969642162323,0.7759259343147278
noisy_30,7,230,0.2497316300868988,0.7759259343147278
