task,dataset,objective,noise_std_fraction,seed,step,loss
tsne,digits,fisher_rao,0.25,404,50,1.866019606590271
tsne,digits,fisher_rao,0.25,404,100,1.4338620901107788
tsne,digits,fisher_rao,0.25,404,150,1.2532509565353394
tsne,digits,fisher_rao,0.25,404,200,1.1497982740402222
tsne,digits,fisher_rao,0.25,404,250,1.0849536657333374
tsne,digits,fisher_rao,0.25,404,299,1.0430309772491455
tsne,digits,kl,0.25,505,0,1.764810562133789
tsne,digits,kl,0.25,505,50,0.9566996097564697
tsne,digits,kl,0.25,505,100,0.7243296504020691
tsne,digits,kl,0.25,505,150,0.6509172916412354
tsne,digits,kl,0.25,505,200,0.6137638688087463
tsne,digits,kl,0.25,505,250,0.590686559677124
tsne,digits,kl,0.25,505,299,0.5749096870422363
tsne,digits,fisher_rao,0.25,505,0,3.255833387374878
tsne,digits,fisher_rao,0.25,505,50,1.9559534788131714
tsne,digits,fisher_rao,0.25,505,100,1.4692367315292358
tsne,digits,fisher_rao,0.25,505,150,1.2860064506530762
tsne,digits,fisher_rao,0.25,505,200,1.18791925907135
tsne,digits,fisher_rao,0.25,505,250,1.1243308782577515
tsne,digits,fisher_rao,0.25,505,299,1.0830591917037964
tsne,digits,kl,0.5,101,0,1.7502551078796387
tsne,digits,kl,0.5,101,50,0.9971845149993896
tsne,digits,kl,0.5,101,100,0.8020883798599243
tsne,digits,kl,0.5,101,150,0.7209755778312683
tsne,digits,kl,0.5,101,200,0.6733183860778809
tsne,digits,kl,0.5,101,250,0.6466532349586487
tsne,digits,kl,0.5,101,299,0.6284114718437195
tsne,digits,fisher_rao,0.5,101,0,3.2751805782318115
tsne,digits,fisher_rao,0.5,101,50,1.9791258573532104
tsne,digits,fisher_rao,0.5,101,100,1.567529320716858
tsne,digits,fisher_rao,0.5,101,150,1.4112043380737305
tsne,digits,fisher_rao,0.5,101,200,1.325441598892212
tsne,digits,fisher_rao,0.5,101,250,1.2736644744873047
tsne,digits,fisher_rao,0.5,101,299,1.2388927936553955
tsne,digits,kl,0.5,202,0,1.7442200183868408
tsne,digits,kl,0.5,202,50,0.930016279220581
tsne,digits,kl,0.5,202,100,0.7478296756744385
tsne,digits,kl,0.5,202,150,0.6853761672973633
tsne,digits,kl,0.5,202,200,0.6520752310752869
tsne,digits,kl,0.5,202,250,0.6313433647155762
tsne,digits,kl,0.5,202,299,0.6174219846725464
tsne,digits,fisher_rao,0.5,202,0,3.2852578163146973
tsne,digits,fisher_rao,0.5,202,50,1.9987843036651611
tsne,digits,fisher_rao,0.5,202,100,1.5845609903335571
tsne,digits,fisher_rao,0.5,202,150,1.417651653289795
tsne,digits,fisher_rao,0.5,202,200,1.331152081489563
tsne,digits,fisher_rao,0.5,202,250,1.277186393737793
tsne,digits,fisher_rao,0.5,202,299,1.2400590181350708
tsne,digits,kl,0.5,303,0,1.7411932945251465
tsne,digits,kl,0.5,303,50,0.9673762321472168
tsne,digits,kl,0.5,303,100,0.7611422538757324
tsne,digits,kl,0.5,303,150,0.6923747658729553
tsne,digits,kl,0.5,303,200,0.6574214100837708
tsne,digits,kl,0.5,303,250,0.6356311440467834
tsne,digits,kl,0.5,303,299,0.6218647956848145
tsne,digits,fisher_rao,0.5,303,0,3.250621795654297
tsne,digits,fisher_rao,0.5,303,50,1.9210734367370605
tsne,digits,fisher_rao,0.5,303,100,1.5301350355148315
tsne,digits,fisher_rao,0.5,303,150,1.3860838413238525
tsne,digits,fisher_rao,0.5,303,200,1.3079291582107544
tsne,digits,fisher_rao,0.5,303,250,1.2581058740615845
tsne,digits,fisher_rao,0.5,303,299,1.2241305112838745
tsne,digits,kl,0.5,404,0,1.752863883972168
tsne,digits,kl,0.5,404,50,0.9552323818206787
tsne,digits,kl,0.5,404,100,0.7433931827545166
tsne,digits,kl,0.5,404,150,0.6724675893783569
tsne,digits,kl,0.5,404,200,0.6329980492591858
tsne,digits,kl,0.5,404,250,0.6065654158592224
tsne,digits,kl,0.5,404,299,0.5867294669151306
tsne,digits,fisher_rao,0.5,404,0,3.278376579284668
tsne,digits,fisher_rao,0.5,404,50,1.9553086757659912
tsne,digits,fisher_rao,0.5,404,100,1.5341293811798096
tsne,digits,fisher_rao,0.5,404,150,1.3740248680114746
tsne,digits,fisher_rao,0.5,404,200,1.2864731550216675
tsne,digits,fisher_rao,0.5,404,250,1.2277597188949585
tsne,digits,fisher_rao,0.5,404,299,1.1863224506378174
tsne,digits,kl,0.5,505,0,1.7483601570129395
tsne,digits,kl,0.5,505,50,0.9897447228431702
tsne,digits,kl,0.5,505,100,0.7918957471847534
tsne,digits,kl,0.5,505,150,0.7292734384536743
tsne,digits,kl,0.5,505,200,0.6969727277755737
tsne,digits,kl,0.5,505,250,0.6780660152435303
tsne,digits,kl,0.5,505,299,0.6658104658126831
tsne,digits,fisher_rao,0.5,505,0,3.252112865447998
tsne,digits,fisher_rao,0.5,505,50,2.0397841930389404
tsne,digits,fisher_rao,0.5,505,100,1.6182255744934082
tsne,digits,fisher_rao,0.5,505,150,1.4688304662704468
tsne,digits,fisher_rao,0.5,505,200,1.3878687620162964
tsne,digits,fisher_rao,0.5,505,250,1.3359915018081665
tsne,digits,fisher_rao,0.5,505,299,1.3011616468429565
tsne,digits,kl,0.75,101,0,1.713807225227356
tsne,digits,kl,0.75,101,50,1.051161289215088
tsne,digits,kl,0.75,101,100,0.8869937062263489
tsne,digits,kl,0.75,101,150,0.8321139812469482
tsne,digits,kl,0.75,101,200,0.8040860891342163
tsne,digits,kl,0.75,101,250,0.7896170616149902
tsne,digits,kl,0.75,101,299,0.7803330421447754
tsne,digits,fisher_rao,0.75,101,0,3.253160238265991
tsne,digits,fisher_rao,0.75,101,50,2.2260496616363525
tsne,digits,fisher_rao,0.75,101,100,1.877447485923767
tsne,digits,fisher_rao,0.75,101,150,1.7400412559509277
tsne,digits,fisher_rao,0.75,101,200,1.6660796403884888
tsne,digits,fisher_rao,0.75,101,250,1.6183605194091797
tsne,digits,fisher_rao,0.75,101,299,1.584710717201233
tsne,digits,kl,0.75,202,0,1.708619475364685
tsne,digits,kl,0.75,202,50,1.0514044761657715
tsne,digits,kl,0.75,202,100,0.8846660852432251
tsne,digits,kl,0.75,202,150,0.8272921442985535
tsne,digits,kl,0.75,202,200,0.7967517375946045
tsne,digits,kl,0.75,202,250,0.7781904339790344
tsne,digits,kl,0.75,202,299,0.7671903371810913
tsne,digits,fisher_rao,0.75,202,0,3.264021396636963
tsne,digits,fisher_rao,0.75,202,50,2.210606098175049
tsne,digits,fisher_rao,0.75,202,100,1.861975908279419
tsne,digits,fisher_rao,0.75,202,150,1.7189019918441772
tsne,digits,fisher_rao,0.75,202,200,1.6456470489501953
tsne,digits,fisher_rao,0.75,202,250,1.590794324874878
tsne,digits,fisher_rao,0.75,202,299,1.5452221632003784
tsne,digits,kl,0.75,303,0,1.7344739437103271
tsne,digits,kl,0.75,303,50,1.0442276000976562
tsne,digits,kl,0.75,303,100,0.9019796252250671
tsne,digits,kl,0.75,303,150,0.8467473983764648
tsne,digits,kl,0.75,303,200,0.815233588218689
tsne,digits,kl,0.75,303,250,0.7964890003204346
tsne,digits,kl,0.75,303,299,0.7844101786613464
tsne,digits,fisher_rao,0.75,303,0,3.2576711177825928
tsne,digits,fisher_rao,0.75,303,50,2.1027801036834717
tsne,digits,fisher_rao,0.75,303,100,1.7775471210479736
tsne,digits,fisher_rao,0.75,303,150,1.6400146484375
tsne,digits,fisher_rao,0.75,303,200,1.5670547485351562
tsne,digits,fisher_rao,0.75,303,250,1.5195139646530151
tsne,digits,fisher_rao,0.75,303,299,1.4855189323425293
tsne,digits,kl,0.75,404,0,1.7248742580413818
tsne,digits,kl,0.75,404,50,1.0478366613388062
tsne,digits,kl,0.75,404,100,0.8622329235076904
tsne,digits,kl,0.75,404,150,0.8039647340774536
tsne,digits,kl,0.75,404,200,0.7727900743484497
tsne,digits,kl,0.75,404,250,0.7545695304870605
tsne,digits,kl,0.75,404,299,0.7423070669174194
tsne,digits,fisher_rao,0.75,404,0,3.3027594089508057
tsne,digits,fisher_rao,0.75,404,50,2.076362133026123
tsne,digits,fisher_rao,0.75,404,100,1.7320019006729126
tsne,digits,fisher_rao,0.75,404,150,1.5968867540359497
tsne,digits,fisher_rao,0.75,404,200,1.5221998691558838
tsne,digits,fisher_rao,0.75,404,250,1.4744632244110107
tsne,digits,fisher_rao,0.75,404,299,1.4416253566741943
tsne,digits,kl,0.75,505,0,1.7238645553588867
tsne,digits,kl,0.75,505,50,1.1153361797332764
tsne,digits,kl,0.75,505,100,0.9697713255882263
tsne,digits,kl,0.75,505,150,0.9134570360183716
tsne,digits,kl,0.75,505,200,0.882199227809906
tsne,digits,kl,0.75,505,250,0.8624531030654907
tsne,digits,kl,0.75,505,299,0.8480278253555298
tsne,digits,fisher_rao,0.75,505,0,3.299290895462036
tsne,digits,fisher_rao,0.75,505,50,2.2939789295196533
tsne,digits,fisher_rao,0.75,505,100,1.9313205480575562
tsne,digits,fisher_rao,0.75,505,150,1.7890665531158447
tsne,digits,fisher_rao,0.75,505,200,1.7106528282165527
tsne,digits,fisher_rao,0.75,505,250,1.6622633934020996
tsne,digits,fisher_rao,0.75,505,299,1.6297112703323364
tsne,digits,kl,1.0,101,0,1.7158472537994385
tsne,digits,kl,1.0,101,50,1.1901495456695557
tsne,digits,kl,1.0,101,100,1.0798771381378174
tsne,digits,kl,1.0,101,150,1.0423285961151123
tsne,digits,kl,1.0,101,200,1.0191289186477661
tsne,digits,kl,1.0,101,250,1.0067527294158936
tsne,digits,kl,1.0,101,299,0.9987258315086365
tsne,digits,fisher_rao,1.0,101,0,3.3120908737182617
tsne,digits,fisher_rao,1.0,101,50,2.493821620941162
tsne,digits,fisher_rao,1.0,101,100,2.228930950164795
tsne,digits,fisher_rao,1.0,101,150,2.0885961055755615
tsne,digits,fisher_rao,1.0,101,200,2.011540412902832
tsne,digits,fisher_rao,1.0,101,250,1.9649828672409058
tsne,digits,fisher_rao,1.0,101,299,1.932472825050354
tsne,digits,kl,1.0,202,0,1.706653118133545
tsne,digits,kl,1.0,202,50,1.171509027481079
tsne,digits,kl,1.0,202,100,1.0501344203948975
tsne,digits,kl,1.0,202,150,1.0053601264953613
tsne,digits,kl,1.0,202,200,0.9853658676147461
tsne,digits,kl,1.0,202,250,0.9742021560668945
tsne,digits,kl,1.0,202,299,0.9671103358268738
tsne,digits,fisher_rao,1.0,202,0,3.2748825550079346
tsne,digits,fisher_rao,1.0,202,50,2.3969974517822266
tsne,digits,fisher_rao,1.0,202,100,2.17205810546875
tsne,digits,fisher_rao,1.0,202,150,2.0736258029937744
tsne,digits,fisher_rao,1.0,202,200,2.0106942653656006
tsne,digits,fisher_rao,1.0,202,250,1.9667428731918335
tsne,digits,fisher_rao,1.0,202,299,1.9364540576934814
tsne,digits,kl,1.0,303,0,1.7025773525238037
tsne,digits,kl,1.0,303,50,1.1851818561553955
tsne,digits,kl,1.0,303,100,1.0800678730010986
tsne,digits,kl,1.0,303,150,1.0442070960998535
tsne,digits,kl,1.0,303,200,1.024137020111084
tsne,digits,kl,1.0,303,250,1.01331627368927
tsne,digits,kl,1.0,303,299,1.0060793161392212
tsne,digits,fisher_rao,1.0,303,0,3.264651298522949
tsne,digits,fisher_rao,1.0,303,50,2.409836530685425
tsne,digits,fisher_rao,1.0,303,100,2.151170015335083
tsne,digits,fisher_rao,1.0,303,150,2.033992052078247
tsne,digits,fisher_rao,1.0,303,200,1.9659771919250488
tsne,digits,fisher_rao,1.0,303,250,1.9204492568969727
tsne,digits,fisher_rao,1.0,303,299,1.8880085945129395
tsne,digits,kl,1.0,404,0,1.6780555248260498
tsne,digits,kl,1.0,404,50,1.229867935180664
tsne,digits,kl,1.0,404,100,1.1199710369110107
tsne,digits,kl,1.0,404,150,1.075009822845459
tsne,digits,kl,1.0,404,200,1.0559062957763672
tsne,digits,kl,1.0,404,250,1.0452330112457275
tsne,digits,kl,1.0,404,299,1.0394411087036133
tsne,digits,fisher_rao,1.0,404,0,3.2630205154418945
tsne,digits,fisher_rao,1.0,404,50,2.490230083465576
tsne,digits,fisher_rao,1.0,404,100,2.2566399574279785
tsne,digits,fisher_rao,1.0,404,150,2.135006904602051
tsne,digits,fisher_rao,1.0,404,200,2.0661890506744385
tsne,digits,fisher_rao,1.0,404,250,2.0254955291748047
tsne,digits,fisher_rao,1.0,404,299,1.996756672859192
tsne,digits,kl,1.0,505,0,1.7174450159072876
tsne,digits,kl,1.0,505,50,1.2414777278900146
tsne,digits,kl,1.0,505,100,1.0923125743865967
tsne,digits,kl,1.0,505,150,1.0422389507293701
tsne,digits,kl,1.0,505,200,1.016465187072754
tsne,digits,kl,1.0,505,250,0.990306556224823
tsne,digits,kl,1.0,505,299,0.977860689163208
tsne,digits,fisher_rao,1.0,505,0,3.294395685195923
tsne,digits,fisher_rao,1.0,505,50,2.445319414138794
tsne,digits,fisher_rao,1.0,505,100,2.131223440170288
tsne,digits,fisher_rao,1.0,505,150,2.0129172801971436
tsne,digits,fisher_rao,1.0,505,200,1.9398994445800781
tsne,digits,fisher_rao,1.0,505,250,1.8919633626937866
tsne,digits,fisher_rao,1.0,505,299,1.8584811687469482
tsne,mnist,kl,0.0,101,0,1.5851359367370605
tsne,mnist,kl,0.0,101,50,1.0057932138442993
tsne,mnist,kl,0.0,101,100,0.8000103235244751
tsne,mnist,kl,0.0,101,150,0.7311609983444214
tsne,mnist,kl,0.0,101,200,0.6921138763427734
tsne,mnist,kl,0.0,101,250,0.667567253112793
tsne,mnist,kl,0.0,101,299,0.6509272456169128
tsne,mnist,fisher_rao,0.0,101,0,2.8716800212860107
tsne,mnist,fisher_rao,0.0,101,50,1.9827539920806885
tsne,mnist,fisher_rao,0.0,101,100,1.6324257850646973
tsne,mnist,fisher_rao,0.0,101,150,1.4834874868392944
tsne,mnist,fisher_rao,0.0,101,200,1.4024370908737183
tsne,mnist,fisher_rao,0.0,101,250,1.3508576154708862
tsne,mnist,fisher_rao,0.0,101,299,1.3142668008804321
tsne,mnist,kl,0.0,202,0,1.5851359367370605
tsne,mnist,kl,0.0,202,50,0.9942282438278198
tsne,mnist,kl,0.0,202,100,0.819586992263794
tsne,mnist,kl,0.0,202,150,0.756589412689209
tsne,mnist,kl,0.0,202,200,0.7208448648452759
tsne,mnist,kl,0.0,202,250,0.6991473436355591
tsne,mnist,kl,0.0,202,299,0.6849362254142761
tsne,mnist,fisher_rao,0.0,202,0,2.8716795444488525
tsne,mnist,fisher_rao,0.0,202,50,1.9807673692703247
tsne,mnist,fisher_rao,0.0,202,100,1.6528149843215942
tsne,mnist,fisher_rao,0.0,202,150,1.5112234354019165
tsne,mnist,fisher_rao,0.0,202,200,1.434152364730835
tsne,mnist,fisher_rao,0.0,202,250,1.3849595785140991
tsne,mnist,fisher_rao,0.0,202,299,1.3508327007293701
tsne,mnist,kl,0.0,303,0,1.585135817527771
tsne,mnist,kl,0.0,303,50,0.9372329711914062
tsne,mnist,kl,0.0,303,100,0.7506215572357178
tsne,mnist,kl,0.0,303,150,0.6788801550865173
tsne,mnist,kl,0.0,303,200,0.6448689699172974
tsne,mnist,kl,0.0,303,250,0.6220147609710693
tsne,mnist,kl,0.0,303,299,0.6077390313148499
tsne,mnist,fisher_rao,0.0,303,0,2.8716795444488525
tsne,mnist,fisher_rao,0.0,303,50,1.9726330041885376
tsne,mnist,fisher_rao,0.0,303,100,1.625393033027649
tsne,mnist,fisher_rao,0.0,303,150,1.4742040634155273
tsne,mnist,fisher_rao,0.0,303,200,1.3845895528793335
tsne,mnist,fisher_rao,0.0,303,250,1.3319612741470337
tsne,mnist,fisher_rao,0.0,303,299,1.2922295331954956
tsne,mnist,kl,0.0,404,0,1.5851359367370605
tsne,mnist,kl,0.0,404,50,0.9509704113006592
tsne,mnist,kl,0.0,404,100,0.7718309164047241
tsne,mnist,kl,0.0,404,150,0.7039550542831421
tsne,mnist,kl,0.0,404,200,0.6687694787979126
tsne,mnist,kl,0.0,404,250,0.6456433534622192
tsne,mnist,kl,0.0,404,299,0.6316671371459961
tsne,mnist,fisher_rao,0.0,404,0,2.8716800212860107
tsne,mnist,fisher_rao,0.0,404,50,1.9157531261444092
tsne,mnist,fisher_rao,0.0,404,100,1.5720429420471191
tsne,mnist,fisher_rao,0.0,404,150,1.4369815587997437
tsne,mnist,fisher_rao,0.0,404,200,1.3634471893310547
tsne,mnist,fisher_rao,0.0,404,250,1.3160724639892578
tsne,mnist,fisher_rao,0.0,404,299,1.283402442932129
tsne,mnist,kl,0.0,505,0,1.5851359367370605
tsne,mnist,kl,0.0,505,50,0.9282114505767822
tsne,mnist,kl,0.0,505,100,0.7402623295783997
tsne,mnist,kl,0.0,505,150,0.6539461612701416
tsne,mnist,kl,0.0,505,200,0.6157910823822021
tsne,mnist,kl,0.0,505,250,0.5925792455673218
tsne,mnist,kl,0.0,505,299,0.5778113603591919
tsne,mnist,fisher_rao,0.0,505,0,2.8716795444488525
tsne,mnist,fisher_rao,0.0,505,50,1.9283870458602905
tsne,mnist,fisher_rao,0.0,505,100,1.5841915607452393
tsne,mnist,fisher_rao,0.0,505,150,1.4489320516586304
tsne,mnist,fisher_rao,0.0,505,200,1.3714654445648193
tsne,mnist,fisher_rao,0.0,505,250,1.3213396072387695
tsne,mnist,fisher_rao,0.0,505,299,1.2876324653625488
tsne,mnist,kl,0.25,101,0,1.585714340209961
tsne,mnist,kl,0.25,101,50,1.0062752962112427
tsne,mnist,kl,0.25,101,100,0.8295937776565552
tsne,mnist,kl,0.25,101,150,0.7659143209457397
tsne,mnist,kl,0.25,101,200,0.7279213070869446
tsne,mnist,kl,0.25,101,250,0.7020522356033325
tsne,mnist,kl,0.25,101,299,0.6834287643432617
tsne,mnist,fisher_rao,0.25,101,0,2.877751350402832
tsne,mnist,fisher_rao,0.25,101,50,1.9676159620285034
tsne,mnist,fisher_rao,0.25,101,100,1.6255297660827637
tsne,mnist,fisher_rao,0.25,101,150,1.474146842956543
tsne,mnist,fisher_rao,0.25,101,200,1.3849323987960815
tsne,mnist,fisher_rao,0.25,101,250,1.3285863399505615
tsne,mnist,fisher_rao,0.25,101,299,1.2896409034729004
tsne,mnist,kl,0.25,202,0,1.5812517404556274
tsne,mnist,kl,0.25,202,50,1.001453161239624
tsne,mnist,kl,0.25,202,100,0.793412446975708
tsne,mnist,kl,0.25,202,150,0.7089278697967529
tsne,mnist,kl,0.25,202,200,0.6673622131347656
tsne,mnist,kl,0.25,202,250,0.6422030925750732
tsne,mnist,kl,0.25,202,299,0.6289443969726562
tsne,mnist,fisher_rao,0.25,202,0,2.872183084487915
tsne,mnist,fisher_rao,0.25,202,50,2.0140514373779297
tsne,mnist,fisher_rao,0.25,202,100,1.7028888463974
tsne,mnist,fisher_rao,0.25,202,150,1.5560485124588013
tsne,mnist,fisher_rao,0.25,202,200,1.4747151136398315
tsne,mnist,fisher_rao,0.25,202,250,1.422898769378662
tsne,mnist,fisher_rao,0.25,202,299,1.3872838020324707
tsne,mnist,kl,0.25,303,0,1.5831620693206787
tsne,mnist,kl,0.25,303,50,0.931942343711853
tsne,mnist,kl,0.25,303,100,0.7525966167449951
tsne,mnist,kl,0.25,303,150,0.6831567287445068
tsne,mnist,kl,0.25,303,200,0.6481302976608276
tsne,mnist,kl,0.25,303,250,0.6237255334854126
tsne,mnist,kl,0.25,303,299,0.6092894077301025
tsne,mnist,fisher_rao,0.25,303,0,2.881868362426758
tsne,mnist,fisher_rao,0.25,303,50,1.991647720336914
tsne,mnist,fisher_rao,0.25,303,100,1.6393262147903442
tsne,mnist,fisher_rao,0.25,303,150,1.4907795190811157
tsne,mnist,fisher_rao,0.25,303,200,1.4093492031097412
tsne,mnist,fisher_rao,0.25,303,250,1.3567529916763306
tsne,mnist,fisher_rao,0.25,303,299,1.3194445371627808
tsne,mnist,kl,0.25,404,0,1.583635926246643
tsne,mnist,kl,0.25,404,50,0.9545618295669556
tsne,mnist,kl,0.25,404,100,0.77675461769104
tsne,mnist,kl,0.25,404,150,0.7103352546691895
tsne,mnist,kl,0.25,404,200,0.6731199026107788
tsne,mnist,kl,0.25,404,250,0.6550570726394653
tsne,mnist,kl,0.25,404,299,0.643497884273529
tsne,mnist,fisher_rao,0.25,404,0,2.8745687007904053
tsne,mnist,fisher_rao,0.25,404,50,1.9340755939483643
tsne,mnist,fisher_rao,0.25,404,100,1.596286654472351
tsne,mnist,fisher_rao,0.25,404,150,1.4517768621444702
tsne,mnist,fisher_rao,0.25,404,200,1.3773192167282104
tsne,mnist,fisher_rao,0.25,404,250,1.3294254541397095
tsne,mnist,fisher_rao,0.25,404,299,1.2959527969360352
tsne,mnist,kl,0.25,505,0,1.58363676071167
tsne,mnist,kl,0.25,505,50,0.9293651580810547
tsne,mnist,kl,0.25,505,100,0.742875874042511
tsne,mnist,kl,0.25,505,150,0.6769992709159851
tsne,mnist,kl,0.25,505,200,0.63973069190979
tsne,mnist,kl,0.25,505,250,0.6179394721984863
tsne,mnist,kl,0.25,505,299,0.6041905879974365
tsne,mnist,fisher_rao,0.25,505,0,2.873366355895996
tsne,mnist,fisher_rao,0.25,505,50,1.940610408782959
tsne,mnist,fisher_rao,0.25,505,100,1.5980074405670166
tsne,mnist,fisher_rao,0.25,505,150,1.456386685371399
tsne,mnist,fisher_rao,0.25,505,200,1.377604365348816
tsne,mnist,fisher_rao,0.25,505,250,1.3275535106658936
tsne,mnist,fisher_rao,0.25,505,299,1.2937452793121338
tsne,mnist,kl,0.5,101,0,1.5802257061004639
tsne,mnist,kl,0.5,101,50,1.0131725072860718
tsne,mnist,kl,0.5,101,100,0.8246167898178101
tsne,mnist,kl,0.5,101,150,0.7613381147384644
tsne,mnist,kl,0.5,101,200,0.7277669906616211
tsne,mnist,kl,0.5,101,250,0.7057849764823914
tsne,mnist,kl,0.5,101,299,0.6924096345901489
tsne,mnist,fisher_rao,0.5,101,0,2.8820104598999023
tsne,mnist,fisher_rao,0.5,101,50,2.0406737327575684
tsne,mnist,fisher_rao,0.5,101,100,1.7332160472869873
tsne,mnist,fisher_rao,0.5,101,150,1.5938061475753784
tsne,mnist,fisher_rao,0.5,101,200,1.5123789310455322
tsne,mnist,fisher_rao,0.5,101,250,1.4593398571014404
tsne,mnist,fisher_rao,0.5,101,299,1.424336552619934
tsne,mnist,kl,0.5,202,0,1.581787109375
tsne,mnist,kl,0.5,202,50,1.0253171920776367
tsne,mnist,kl,0.5,202,100,0.870046854019165
tsne,mnist,kl,0.5,202,150,0.8016308546066284
tsne,mnist,kl,0.5,202,200,0.7662240266799927
tsne,mnist,kl,0.5,202,250,0.7432395219802856
tsne,mnist,kl,0.5,202,299,0.7241023778915405
tsne,mnist,fisher_rao,0.5,202,0,2.8912129402160645
tsne,mnist,fisher_rao,0.5,202,50,2.0359325408935547
tsne,mnist,fisher_rao,0.5,202,100,1.7177715301513672
tsne,mnist,fisher_rao,0.5,202,150,1.5769225358963013
tsne,mnist,fisher_rao,0.5,202,200,1.4971234798431396
tsne,mnist,fisher_rao,0.5,202,250,1.4493502378463745
tsne,mnist,fisher_rao,0.5,202,299,1.4176121950149536
tsne,mnist,kl,0.5,303,0,1.5875401496887207
tsne,mnist,kl,0.5,303,50,0.9512762427330017
tsne,mnist,kl,0.5,303,100,0.7776137590408325
tsne,mnist,kl,0.5,303,150,0.6934856176376343
tsne,mnist,kl,0.5,303,200,0.6545820236206055
tsne,mnist,kl,0.5,303,250,0.6325345039367676
tsne,mnist,kl,0.5,303,299,0.6183182001113892
tsne,mnist,fisher_rao,0.5,303,0,2.880131244659424
tsne,mnist,fisher_rao,0.5,303,50,1.9679882526397705
tsne,mnist,fisher_rao,0.5,303,100,1.6420167684555054
tsne,mnist,fisher_rao,0.5,303,150,1.5057592391967773
tsne,mnist,fisher_rao,0.5,303,200,1.4287021160125732
tsne,mnist,fisher_rao,0.5,303,250,1.3781139850616455
tsne,mnist,fisher_rao,0.5,303,299,1.343653917312622
tsne,mnist,kl,0.5,404,0,1.5781148672103882
tsne,mnist,kl,0.5,404,50,0.9671520590782166
tsne,mnist,kl,0.5,404,100,0.8016808032989502
tsne,mnist,kl,0.5,404,150,0.7290589809417725
tsne,mnist,kl,0.5,404,200,0.6969724893569946
tsne,mnist,kl,0.5,404,250,0.6743305921554565
tsne,mnist,kl,0.5,404,299,0.6612054705619812
tsne,mnist,fisher_rao,0.5,404,0,2.889770269393921
tsne,mnist,fisher_rao,0.5,404,50,1.9870935678482056
tsne,mnist,fisher_rao,0.5,404,100,1.6604042053222656
tsne,mnist,fisher_rao,0.5,404,150,1.5223443508148193
tsne,mnist,fisher_rao,0.5,404,200,1.451445460319519
tsne,mnist,fisher_rao,0.5,404,250,1.4065660238265991
tsne,mnist,fisher_rao,0.5,404,299,1.374585747718811
tsne,mnist,kl,0.5,505,0,1.5824182033538818
tsne,mnist,kl,0.5,505,50,0.9456802010536194
tsne,mnist,kl,0.5,505,100,0.7591612339019775
tsne,mnist,kl,0.5,505,150,0.6993676424026489
tsne,mnist,kl,0.5,505,200,0.6688639521598816
tsne,mnist,kl,0.5,505,250,0.6503589153289795
tsne,mnist,kl,0.5,505,299,0.6389629244804382
tsne,mnist,fisher_rao,0.5,505,0,2.8745083808898926
tsne,mnist,fisher_rao,0.5,505,50,1.9750282764434814
tsne,mnist,fisher_rao,0.5,505,100,1.6326731443405151
tsne,mnist,fisher_rao,0.5,505,150,1.499098539352417
tsne,mnist,fisher_rao,0.5,505,200,1.41806161403656
tsne,mnist,fisher_rao,0.5,505,250,1.3580360412597656
tsne,mnist,fisher_rao,0.5,505,299,1.3243557214736938
tsne,mnist,kl,0.75,101,0,1.5802733898162842
tsne,mnist,kl,0.75,101,50,1.0376002788543701
tsne,mnist,kl,0.75,101,100,0.8970139026641846
tsne,mnist,kl,0.75,101,150,0.8385018110275269
tsne,mnist,kl,0.75,101,200,0.8039388656616211
tsne,mnist,kl,0.75,101,250,0.777297854423523
tsne,mnist,kl,0.75,101,299,0.7620715498924255
tsne,mnist,fisher_rao,0.75,101,0,2.9063804149627686
tsne,mnist,fisher_rao,0.75,101,50,2.0785775184631348
tsne,mnist,fisher_rao,0.75,101,100,1.7894700765609741
tsne,mnist,fisher_rao,0.75,101,150,1.6633849143981934
tsne,mnist,fisher_rao,0.75,101,200,1.570931077003479
tsne,mnist,fisher_rao,0.75,101,250,1.5201903581619263
tsne,mnist,fisher_rao,0.75,101,299,1.4862513542175293
tsne,mnist,kl,0.75,202,0,1.5785173177719116
tsne,mnist,kl,0.75,202,50,1.0428410768508911
tsne,mnist,kl,0.75,202,100,0.8884457349777222
tsne,mnist,kl,0.75,202,150,0.8104312419891357
tsne,mnist,kl,0.75,202,200,0.7724360227584839
tsne,mnist,kl,0.75,202,250,0.7494857311248779
tsne,mnist,kl,0.75,202,299,0.7369776368141174
tsne,mnist,fisher_rao,0.75,202,0,2.882829427719116
tsne,mnist,fisher_rao,0.75,202,50,2.0845446586608887
tsne,mnist,fisher_rao,0.75,202,100,1.7888582944869995
tsne,mnist,fisher_rao,0.75,202,150,1.6665250062942505
tsne,mnist,fisher_rao,0.75,202,200,1.5966204404830933
tsne,mnist,fisher_rao,0.75,202,250,1.548458456993103
tsne,mnist,fisher_rao,0.75,202,299,1.514708161354065
tsne,mnist,kl,0.75,303,0,1.5646395683288574
tsne,mnist,kl,0.75,303,50,1.0034995079040527
tsne,mnist,kl,0.75,303,100,0.8243662714958191
tsne,mnist,kl,0.75,303,150,0.7549148797988892
tsne,mnist,kl,0.75,303,200,0.7257051467895508
tsne,mnist,kl,0.75,303,250,0.7073010206222534
tsne,mnist,kl,0.75,303,299,0.6947969198226929
tsne,mnist,fisher_rao,0.75,303,0,2.890416383743286
