task,dataset,regularizer,beta,seed,eval_loss,eval_reconstruction,eval_regularization,eval_bce_per_pixel,eval_mse,eval_mean_norm,eval_variance_mean,eval_posterior_entropy_proxy,eval_active_units,eval_latent_knn_accuracy,eval_latent_linear_accuracy,eval_latent_silhouette,eval_aggregated_posterior_mmd,eval_sample_pixel_variance,eval_sample_test_mmd,eval_sample_test_nn_distance,eval_reconstruction_train_nn_distance,eval_noise_0.25_dropout_0_bce_per_pixel,eval_noise_0.25_dropout_0_mse,eval_noise_0.5_dropout_0_bce_per_pixel,eval_noise_0.5_dropout_0_mse,eval_noise_0_dropout_0.25_bce_per_pixel,eval_noise_0_dropout_0.25_mse,eval_noise_0_dropout_0.5_bce_per_pixel,eval_noise_0_dropout_0.5_mse,eval_stable,eval_completed_epochs,eval_max_grad_norm
vae,fashion_mnist,fisher_rao,0.03,101,379.6260757446289,378.79039001464844,27.85607385635376,0.48315099626779556,0.08279769495129585,5.301845073699951,0.8798772692680359,-0.21036263927817345,8.0,0.630859375,0.666015625,-0.035175569355487823,0.5651798844337463,0.003338764887303114,0.4558436870574951,5.472706036642194,4.250499262008816,0.48951399326324463,0.08515217900276184,0.4964295104146004,0.08777610026299953,0.4944949373602867,0.08637701533734798,0.5145182907581329,0.09308925271034241,1.0,2,118.75528717041016
vae,fashion_mnist,fisher_rao,0.1,101,379.39900970458984,376.9896469116211,24.09364938735962,0.4808541238307953,0.08228578232228756,5.242824196815491,1.0232402384281158,-0.048624477349221706,8.0,0.619140625,0.654296875,-0.043699413537979126,0.5473635196685791,0.003180763218551874,0.4571864604949951,5.475706363096833,4.381303288973868,0.48692377656698227,0.0844853725284338,0.49303479492664337,0.08670548163354397,0.4910431578755379,0.08539533615112305,0.5099364519119263,0.09161771275103092,1.0,2,101.7594223022461
vae,fashion_mnist,fisher_rao,0.3,101,384.325439453125,378.7320327758789,18.6446852684021,0.4830765575170517,0.08346246927976608,4.83763575553894,1.2676604688167572,0.19876624271273613,8.0,0.59765625,0.654296875,-0.06867901235818863,0.5252095460891724,0.003293866291642189,0.4419623613357544,5.222363432869315,4.276103925891221,0.48826707154512405,0.08529172465205193,0.4933456480503082,0.08703173883259296,0.4895094409584999,0.08545689098536968,0.5038524493575096,0.09007836319506168,1.0,2,74.88188171386719
vae,fashion_mnist,fisher_rao,1.0,101,392.61168670654297,385.3677291870117,7.243955731391907,0.49154046177864075,0.08642595447599888,2.7905165553092957,1.4628800749778748,0.35447292774915695,8.0,0.65625,0.6484375,-0.0690244659781456,0.349338173866272,0.002961447462439537,0.4312868118286133,5.0189003106206656,4.547885748557746,0.4998437985777855,0.08912889286875725,0.5068049430847168,0.09113973379135132,0.49968593567609787,0.08881907723844051,0.5098491907119751,0.09206672571599483,1.0,2,83.5281753540039
vae,fashion_mnist,kl,0.1,202,376.6808624267578,374.9137725830078,17.670878410339355,0.4782063290476799,0.07736852392554283,5.447877407073975,0.7592547684907913,-0.4352320730686188,8.0,0.564453125,0.6171875,-0.05156702920794487,0.5454674959182739,0.0034013104159384966,0.4481065273284912,5.117388792335987,4.5214787856675684,0.484238401055336,0.07917333953082561,0.49575813859701157,0.08293061517179012,0.488039992749691,0.0803359504789114,0.5075201243162155,0.08665138855576515,1.0,2,139.24452209472656
vae,fashion_mnist,kl,0.3,202,379.25272369384766,374.35453033447266,16.32732057571411,0.4774930030107498,0.0767708495259285,5.232583045959473,0.9099961817264557,-0.2603663355112076,8.0,0.615234375,0.65625,-0.055719856172800064,0.5360772609710693,0.0035513145849108696,0.43760812282562256,5.122700547799468,4.634968808386475,0.4817885234951973,0.0781438834965229,0.4913402423262596,0.08143450506031513,0.48534560948610306,0.07931696251034737,0.5030898153781891,0.08510327339172363,1.0,2,126.04965209960938
vae,fashion_mnist,kl,1.0,202,382.5929183959961,371.53753662109375,11.055387496948242,0.4738999083638191,0.07591328397393227,4.176941633224487,0.9103197455406189,-0.22603817656636238,8.0,0.544921875,0.595703125,-0.06315603852272034,0.3859502077102661,0.0037433840334415436,0.42168915271759033,5.062168197706342,4.640159035101533,0.4799831584095955,0.07734555006027222,0.4954806938767433,0.08216152712702751,0.48211486637592316,0.07823485508561134,0.49949323385953903,0.08387937024235725,1.0,2,75.37492370605469
vae,fashion_mnist,kl,3.0,202,394.1785125732422,382.3126907348633,3.9552754759788513,0.487643726170063,0.08033144287765026,2.3983301520347595,1.1359743475914001,0.07442833203822374,8.0,0.560546875,0.615234375,-0.05185854807496071,0.20777195692062378,0.0033233417198061943,0.4021543264389038,4.951026123017073,4.606801379472017,0.49786896258592606,0.08323952183127403,0.5136182308197021,0.08854248933494091,0.49672480672597885,0.08338834904134274,0.5095430314540863,0.0876297764480114,1.0,2,47.09717559814453
vae,fashion_mnist,fisher_rao,0.03,202,372.18546295166016,370.9971160888672,39.61178493499756,0.4732105955481529,0.07559965923428535,5.977461338043213,0.7803231179714203,-0.4503914341330528,8.0,0.576171875,0.62890625,-0.04818551987409592,0.5859310030937195,0.0035464237444102764,0.44282954931259155,5.0755611676722765,4.6051055188290775,0.47802654653787613,0.07711554504930973,0.4883185774087906,0.08057468943297863,0.48169390112161636,0.07834148220717907,0.5008520185947418,0.08451789803802967,1.0,2,105.07949829101562
vae,fashion_mnist,fisher_rao,0.1,202,372.09618377685547,369.02877044677734,30.67417049407959,0.4706999585032463,0.0746647585183382,5.82050633430481,0.8543081283569336,-0.24545947834849358,8.0,0.609375,0.642578125,-0.049506254494190216,0.5553465485572815,0.0035941931419074535,0.44083666801452637,5.074866559356451,4.635497879702598,0.4753566235303879,0.07612998969852924,0.4855262488126755,0.0794589351862669,0.478363960981369,0.07699698396027088,0.4978494793176651,0.08324431627988815,1.0,2,96.95008087158203
vae,fashion_mnist,fisher_rao,0.3,202,383.35350799560547,377.85208892822266,18.33806324005127,0.4819541797041893,0.07887294143438339,4.63592791557312,1.1426790952682495,0.06986344419419765,8.0,0.544921875,0.619140625,-0.06844581663608551,0.4641824960708618,0.003433946520090103,0.4360325336456299,5.088759463280439,4.507328423205763,0.488293893635273,0.08073798753321171,0.5012107491493225,0.08491912856698036,0.49112654477357864,0.08179251104593277,0.508782684803009,0.08756783418357372,1.0,2,127.88166046142578
vae,fashion_mnist,fisher_rao,1.0,202,387.6477813720703,376.8578796386719,10.789907693862915,0.4806860610842705,0.07838187552988529,3.453772187232971,1.3025288581848145,0.19554484263062477,8.0,0.59375,0.6484375,-0.06897936016321182,0.27590787410736084,0.0035210628993809223,0.4115811586380005,5.031182991340756,4.626589839346707,0.487818643450737,0.08020047657191753,0.5041721910238266,0.08554045297205448,0.4894316494464874,0.08110238052904606,0.5049233809113503,0.0861743725836277,1.0,2,54.93885040283203
vae,fashion_mnist,kl,0.1,303,381.7975540161133,380.3271942138672,14.703651189804077,0.48511120676994324,0.08172809332609177,5.021482944488525,1.0228026509284973,-0.08361996710300446,8.0,0.583984375,0.63671875,-0.04286990314722061,0.5588237047195435,0.0031797674018889666,0.414562463760376,5.527607399970293,4.5980653101578355,0.49096036702394485,0.0839924793690443,0.5001878514885902,0.08756056241691113,0.4965609461069107,0.08562160097062588,0.5146907866001129,0.09172898344695568,1.0,2,96.98226165771484
vae,fashion_mnist,kl,0.3,303,380.58702850341797,376.6780471801758,13.029929637908936,0.480456680059433,0.0799054317176342,4.7116276025772095,1.1740574836730957,0.04550473392009735,8.0,0.56640625,0.638671875,-0.052018940448760986,0.5141823887825012,0.0032325813081115484,0.4090119004249573,5.395242478698492,4.62379077449441,0.48671193420886993,0.08224334940314293,0.4976506382226944,0.08627343736588955,0.4914223924279213,0.08375581540167332,0.5093245208263397,0.08979105576872826,1.0,2,78.65213012695312
vae,fashion_mnist,kl,1.0,303,391.4148712158203,384.3197250366211,7.095145344734192,0.49020371586084366,0.0839918814599514,3.3347193002700806,1.3184208273887634,0.16719037666916847,8.0,0.595703125,0.595703125,-0.07418479025363922,0.3910123109817505,0.003149754134938121,0.3998565077781677,5.122506256215274,4.656713645905256,0.4944302961230278,0.08517277985811234,0.5065798163414001,0.08931745029985905,0.4978771433234215,0.08654957078397274,0.5117578655481339,0.0911292526870966,1.0,2,71.98711395263672
vae,fashion_mnist,kl,3.0,303,395.8834533691406,389.73876953125,2.048227459192276,0.49711576104164124,0.08595124632120132,1.60384601354599,1.442365676164627,0.3353416621685028,8.0,0.609375,0.541015625,-0.0974847823381424,0.20686745643615723,0.002808354562148452,0.4044373631477356,4.9720390466973186,4.871425333432853,0.5064414739608765,0.08896645344793797,0.5173262059688568,0.09262304939329624,0.5058536380529404,0.08880186267197132,0.5158421099185944,0.09218448027968407,1.0,2,58.42124938964844
vae,fashion_mnist,fisher_rao,0.03,303,381.78070068359375,381.0003356933594,26.012415885925293,0.48596980422735214,0.08235353976488113,5.437863230705261,1.1594715118408203,0.052860161289572716,8.0,0.525390625,0.634765625,-0.05386175960302353,0.6022757291793823,0.0030980545561760664,0.41198527812957764,5.449151195585728,4.5601134756579995,0.4898746758699417,0.08398444391787052,0.49919653683900833,0.08773777820169926,0.49529896676540375,0.08559721894562244,0.5125727206468582,0.0913966428488493,1.0,2,98.31360626220703
vae,fashion_mnist,fisher_rao,0.1,303,383.6045455932617,381.3730697631836,22.314730167388916,0.48644523322582245,0.08278138190507889,5.14405632019043,1.2127942442893982,0.129798024892807,8.0,0.537109375,0.619140625,-0.07920598238706589,0.6017723083496094,0.0031987628899514675,0.4110056161880493,5.410781070590019,4.539027861319482,0.4911918416619301,0.08457997068762779,0.5013080015778542,0.08845529146492481,0.4957999512553215,0.08592820726335049,0.5125818699598312,0.09147283621132374,1.0,2,75.89315795898438
vae,fashion_mnist,fisher_rao,0.3,303,389.4117889404297,385.20420837402344,14.02526569366455,0.49133189767599106,0.08438555337488651,3.9542998671531677,1.5366117656230927,0.356266051530838,8.0,0.572265625,0.607421875,-0.07055981457233429,0.48553359508514404,0.003244504565373063,0.40479451417922974,5.311403714120388,4.630372901447117,0.495734341442585,0.08587064780294895,0.506378784775734,0.08974085375666618,0.5006000399589539,0.08747458830475807,0.5157632827758789,0.09260084666311741,1.0,2,87.94284057617188
vae,fashion_mnist,fisher_rao,1.0,303,386.8166809082031,379.2870864868164,7.529589891433716,0.4837845340371132,0.08098753541707993,2.8687791228294373,1.5040729939937592,0.36312830448150635,8.0,0.59375,0.61328125,-0.08918504416942596,0.23656511306762695,0.003229666966944933,0.3949064016342163,5.123194473795593,4.747380819637328,0.4917234778404236,0.08342653140425682,0.5061419010162354,0.08843874931335449,0.49377820640802383,0.08431084640324116,0.5084842145442963,0.08943847939372063,1.0,2,74.98318481445312
vae,fashion_mnist,kl,0.1,404,390.7693099975586,389.51255798339844,12.567470073699951,0.49682722985744476,0.08457424305379391,4.713735461235046,0.9590179026126862,-0.09017535299062729,8.0,0.634765625,0.677734375,-0.02585846185684204,0.7323784828186035,0.002931548049673438,0.4485909342765808,5.44606264308095,4.342353980988264,0.5020329356193542,0.0863119475543499,0.5083274245262146,0.08851624466478825,0.5058960691094398,0.08738046325743198,0.5227461457252502,0.09293861500918865,1.0,2,117.96530151367188
vae,fashion_mnist,kl,0.3,404,383.2308807373047,379.1051559448242,13.752416372299194,0.4835524782538414,0.07899820432066917,4.882471442222595,0.9143478125333786,-0.1900811605155468,8.0,0.625,0.681640625,-0.025596246123313904,0.630198061466217,0.0032555300276726484,0.43889522552490234,5.36455113440752,4.508512212429196,0.48934269696474075,0.08110193349421024,0.4982674643397331,0.08422079682350159,0.4930416941642761,0.08233199454843998,0.5114831030368805,0.08855953067541122,1.0,2,89.11296844482422
vae,fashion_mnist,kl,1.0,404,393.67870330810547,385.3577575683594,8.320940971374512,0.4915277436375618,0.08221308141946793,3.7261433005332947,1.2022061944007874,0.12165490537881851,8.0,0.60546875,0.65234375,-0.05083324760198593,0.5489990711212158,0.0032941133249551058,0.43096810579299927,5.2092033084481955,4.5971031645312905,0.49746257066726685,0.08410556800663471,0.5065730586647987,0.08712602965533733,0.49888747185468674,0.0847302246838808,0.5143549665808678,0.08996016904711723,1.0,2,75.49945068359375
vae,fashion_mnist,kl,3.0,404,403.6948547363281,395.0613098144531,2.8778486251831055,0.5039047300815582,0.08698505908250809,1.9202353954315186,1.422499656677246,0.3172207176685333,8.0,0.650390625,0.6328125,-0.048140913248062134,0.34477919340133667,0.002679898403584957,0.42273473739624023,4.962448835372925,4.758662627078593,0.5122114270925522,0.08965504541993141,0.52116259932518,0.09234097227454185,0.5115505680441856,0.08954982087016106,0.5184438973665237,0.09160416945815086,1.0,2,52.891929626464844
vae,fashion_mnist,fisher_rao,0.03,404,388.4205780029297,387.56607818603516,28.483598232269287,0.49434448033571243,0.0842202790081501,5.497380018234253,1.0050906538963318,-0.06542886840179563,8.0,0.607421875,0.6640625,-0.06322997063398361,0.804427981376648,0.003135447623208165,0.44926464557647705,5.405293283984065,4.318124772515148,0.4992421939969063,0.08600084856152534,0.5047751069068909,0.08796966075897217,0.500637523829937,0.0863347165286541,0.5154223740100861,0.09086472541093826,1.0,2,135.10092163085938
vae,fashion_mnist,fisher_rao,0.1,404,387.38350677490234,385.06810760498047,23.154035091400146,0.49115829169750214,0.08281933888792992,5.159861207008362,1.1265399754047394,0.056642284616827965,8.0,0.6015625,0.638671875,-0.07073526084423065,0.7401816844940186,0.003121169749647379,0.4448636770248413,5.379219444468617,4.349969297181815,0.4961956813931465,0.08445164188742638,0.5022718831896782,0.08666539005935192,0.4986732751131058,0.08530733920633793,0.514390304684639,0.09034339711070061,1.0,2,72.63420867919922
vae,fashion_mnist,fisher_rao,0.3,404,394.96797943115234,390.32152557373047,15.488170862197876,0.49785907566547394,0.08575186133384705,4.472224116325378,1.478152185678482,0.34494995325803757,8.0,0.6015625,0.6484375,-0.07699412107467651,0.6778801083564758,0.0030922105070203543,0.4370211362838745,5.2452225256711245,4.42539820028469,0.5016511082649231,0.0868743248283863,0.5070482268929482,0.08860618621110916,0.5029956698417664,0.08746263198554516,0.5155733078718185,0.09130769036710262,1.0,2,70.24881744384766
vae,fashion_mnist,fisher_rao,1.0,404,405.91426849365234,400.8220520019531,5.092206954956055,0.5112526118755341,0.09005194716155529,2.219460666179657,1.4757576882839203,0.3617718443274498,8.0,0.634765625,0.623046875,-0.059211090207099915,0.47148799896240234,0.002894391305744648,0.4229568839073181,5.040562437847257,4.59946967381984,0.5163830518722534,0.09144635684788227,0.5231268256902695,0.09342976287007332,0.5168692171573639,0.09166514128446579,0.5251383781433105,0.09419503062963486,1.0,2,69.02915954589844
vae,fashion_mnist,kl,0.1,505,378.8219680786133,377.5835418701172,12.384238958358765,0.4816116467118263,0.07861680537462234,4.557314395904541,0.9927218109369278,-0.08649123413488269,8.0,0.640625,0.66015625,-0.014228032901883125,0.5294977426528931,0.0030010773334652185,0.4605236053466797,5.320599291473627,4.331843093968928,0.4857294410467148,0.08024043217301369,0.4937671348452568,0.08329488523304462,0.49340956658124924,0.08248895406723022,0.5072845965623856,0.08668076246976852,1.0,2,112.53233337402344
vae,fashion_mnist,kl,0.3,505,374.61890411376953,370.90401458740234,12.382998704910278,0.47309184074401855,0.0751788541674614,4.533680200576782,0.9857065826654434,-0.14363176748156548,8.0,0.634765625,0.673828125,-0.008099503815174103,0.49048328399658203,0.0032653838861733675,0.4505190849304199,5.241851529106498,4.4407716686837375,0.4788518399000168,0.07728606462478638,0.4895661324262619,0.08113991655409336,0.4850318357348442,0.07917418889701366,0.4997323155403137,0.08371269702911377,1.0,2,76.31887817382812
vae,fashion_mnist,kl,1.0,505,380.97247314453125,373.49134063720703,7.481132864952087,0.47639200091362,0.07640580087900162,3.4392248392105103,1.110925406217575,0.028856832534074783,8.0,0.59375,0.66015625,-0.030127106234431267,0.3601580262184143,0.0031340820714831352,0.4413806200027466,5.113019911572337,4.515302441082895,0.483725905418396,0.07903539389371872,0.49445922672748566,0.08258967287838459,0.48772891610860825,0.08014657162129879,0.5015045031905174,0.08456304483115673,1.0,2,73.11602020263672
vae,fashion_mnist,kl,3.0,505,393.2154541015625,383.70399475097656,3.170488119125366,0.4894183576107025,0.08108465373516083,2.027313470840454,1.3140162527561188,0.23236660659313202,8.0,0.60546875,0.599609375,-0.05312459543347359,0.26892364025115967,0.0030473568476736546,0.42220473289489746,4.988213449716568,4.746434269472957,0.4957258477807045,0.08301706984639168,0.507175974547863,0.08692829497158527,0.49765291064977646,0.08369128033518791,0.506812259554863,0.08673269674181938,1.0,2,59.90214157104492
vae,fashion_mnist,fisher_rao,0.03,505,377.76720428466797,377.08018493652344,22.900476932525635,0.4809696152806282,0.07828141003847122,4.665951490402222,0.9748629778623581,-0.09342431649565697,8.0,0.6171875,0.662109375,-0.010692212730646133,0.5254812836647034,0.003093564184382558,0.45690518617630005,5.294832365587354,4.387142724357545,0.4858369305729866,0.08009342476725578,0.49552174657583237,0.08366692624986172,0.4933263212442398,0.08226409181952477,0.5078246593475342,0.08678468689322472,1.0,2,104.34104919433594
vae,fashion_mnist,fisher_rao,0.1,505,375.15506744384766,373.1782684326172,19.767982006072998,0.47599267959594727,0.07635936327278614,4.547379851341248,1.137183278799057,0.051155151799321175,8.0,0.6171875,0.646484375,-0.013413692824542522,0.5037825107574463,0.0032118670642375946,0.45093834400177,5.269822008907795,4.431761913001537,0.48246366530656815,0.07870421931147575,0.49405593425035477,0.08298611640930176,0.48875948786735535,0.08055195957422256,0.5035374090075493,0.08516733348369598,1.0,2,124.864501953125
vae,fashion_mnist,fisher_rao,0.3,505,381.15228271484375,376.77747344970703,14.58269739151001,0.4805834963917732,0.078569445759058,3.908188760280609,1.348757803440094,0.2307315394282341,8.0,0.603515625,0.650390625,-0.034495703876018524,0.42794501781463623,0.0031775888055562973,0.44229841232299805,5.150250401347876,4.432583149988204,0.485650010406971,0.08019717037677765,0.49680496752262115,0.0840492732822895,0.49038030952215195,0.08159838989377022,0.5039186328649521,0.08588317781686783,1.0,2,92.8204345703125
vae,fashion_mnist,fisher_rao,1.0,505,391.76078033447266,386.0735549926758,5.687221527099609,0.49244074523448944,0.08263866975903511,2.242446482181549,1.4129821956157684,0.317009799182415,8.0,0.646484375,0.65234375,-0.024792933836579323,0.3162890076637268,0.0029290877282619476,0.43120598793029785,4.96438043192029,4.608555933460593,0.49734196066856384,0.08413057401776314,0.5064010769128799,0.08710966072976589,0.5006818175315857,0.08520916476845741,0.5087685436010361,0.08770211972296238,1.0,2,56.29624938964844
