noise_regime,objective,seed,eval_accuracy,eval_ece,eval_brier,eval_nll
clean,fisher_rao,6,0.8435,0.08820906923711297,0.2401152402162552,0.616600513458252
sym_20,kl,6,0.795,0.10510691981017588,0.3073374629020691,0.6936746835708618
sym_20,gce,6,0.797,0.1123563728183508,0.30969586968421936,0.7752454280853271
sym_20,mae,6,0.6715,0.2722290987372398,0.5833216309547424,2.5506932735443115
sym_20,sce,6,0.759,0.1778712176680565,0.4028433561325073,1.4167643785476685
sym_20,hellinger,6,0.81,0.06419092930853369,0.2793200612068176,0.6259785890579224
sym_20,fisher_rao,6,0.8275,0.053431853652000455,0.25846776366233826,0.6022495031356812
sym_40,kl,6,0.72,0.21900669856369498,0.4536864161491394,1.0558432340621948
sym_40,gce,6,0.7635,0.11447959788143633,0.3638167977333069,0.8909081816673279
sym_40,mae,6,0.63,0.30131177529692654,0.6548685431480408,2.876544952392578
sym_40,sce,6,0.6945,0.2019196658730507,0.4872772693634033,1.4531211853027344
sym_40,hellinger,6,0.756,0.03346930895745753,0.3347100019454956,0.7346280813217163
sym_40,fisher_rao,6,0.75,0.029694861739873877,0.34534651041030884,0.7751930952072144
sym_60,kl,6,0.5765,0.2902006577849388,0.6828801035881042,1.593295931816101
sym_60,gce,6,0.6945,0.08086832571029663,0.4321952760219574,1.0093544721603394
sym_60,mae,6,0.488,0.4136151778027415,0.8895723819732666,3.777035713195801
sym_60,sce,6,0.601,0.20719223284721378,0.5977785587310791,1.5834298133850098
sym_60,hellinger,6,0.6715,0.09292776767909529,0.46751680970191956,1.0695171356201172
sym_60,fisher_rao,6,0.6325,0.13233316646516322,0.5339682698249817,1.2349817752838135
asym_40,kl,6,0.632,0.0858690939322114,0.5260596871376038,1.043882131576538
asym_40,gce,6,0.6415,0.10306434834003447,0.5090845227241516,1.1864092350006104
