noise_regime,objective,seed,eval_accuracy,eval_ece,eval_brier,eval_nll
clean,gce,4,0.483,0.29006018866598604,0.7712619304656982,2.3011021614074707
clean,mae,4,0.2645,0.7312325729131699,1.4645700454711914,13.413068771362305
clean,sce,4,0.693,0.22816581507027148,0.51629638671875,1.9217631816864014
clean,hellinger,4,0.47,0.1636655659228563,0.7087752819061279,1.7175464630126953
clean,fisher_rao,4,0.793,0.08186021538078789,0.3061146140098572,0.7264745235443115
sym_20,kl,4,0.666,0.16146473841369152,0.49135822057724,1.0972285270690918
sym_20,gce,4,0.452,0.2705893485844136,0.7933374643325806,2.2531821727752686
sym_20,mae,4,0.207,0.7823515323400496,1.5694048404693604,12.462141990661621
sym_20,sce,4,0.681,0.23117433267831805,0.5366843938827515,1.8906980752944946
sym_20,hellinger,4,0.4415,0.09621235120296476,0.7202206254005432,1.6752365827560425
sym_20,fisher_rao,4,0.7605,0.05873419568687676,0.34368208050727844,0.7530016899108887
sym_40,kl,4,0.5495,0.23085901130735872,0.6535508632659912,1.4982842206954956
sym_40,gce,4,0.4205,0.19524188074469567,0.7797632813453674,2.045835494995117
sym_40,mae,4,0.2045,0.778007892653346,1.5627299547195435,12.10085391998291
sym_40,sce,4,0.6195,0.23811800099164246,0.5968172550201416,1.6742126941680908
sym_40,hellinger,4,0.355,0.03288733639568089,0.7775949835777283,1.8327932357788086
sym_40,fisher_rao,4,0.6725,0.021961642950773227,0.4366191327571869,0.9544181227684021
sym_60,kl,4,0.4375,0.24519181702286005,0.7973635196685791,1.8980677127838135
sym_60,gce,4,0.299,0.018941199153661735,0.8176805377006531,1.9692658185958862
sym_60,mae,4,0.2055,0.7600773213207722,1.5400549173355103,10.858030319213867
sym_60,sce,4,0.5215,0.2666241244077683,0.7246281504631042,1.892238974571228
sym_60,hellinger,4,0.2655,0.09569491086900235,0.8550857901573181,2.1166787147521973
sym_60,fisher_rao,4,0.548,0.1663007142916322,0.6348233819007874,1.457790493965149
asym_40,kl,4,0.525,0.15465813431143757,0.668226957321167,1.4402577877044678
asym_40,gce,4,0.37,0.18429078309237956,0.8146872520446777,2.130488872528076
asym_40,mae,4,0.216,0.7455374331176281,1.5143429040908813,11.55430793762207
asym_40,sce,4,0.524,0.31074021372199057,0.7566087245941162,2.323967933654785
asym_40,hellinger,4,0.339,0.04449144965410232,0.7922466993331909,1.8884309530258179
asym_40,fisher_rao,4,0.6135,0.05348830736428499,0.5510482788085938,1.217987060546875
